Time,O2
0.0,18
0.00390625,28
0.0078125,31
0.01171875,27
0.015625,23
0.01953125,18
0.0234375,14
0.02734375,9
0.03125,2
0.03515625,-9
0.0390625,-22
0.04296875,-30
0.046875,-29
0.05078125,-20
0.0546875,-8
0.05859375,1
0.0625,4
0.06640625,-1
0.0703125,-6
0.07421875,-6
0.078125,1
0.08203125,10
0.0859375,16
0.08984375,16
0.09375,12
0.09765625,9
0.1015625,13
0.10546875,23
0.109375,35
0.11328125,42
0.1171875,39
0.12109375,28
0.125,18
0.12890625,14
0.1328125,14
0.13671875,14
0.140625,12
0.14453125,5
0.1484375,-6
0.15234375,-14
0.15625,-15
0.16015625,-11
0.1640625,-8
0.16796875,-8
0.171875,-8
0.17578125,-3
0.1796875,5
0.18359375,16
0.1875,28
0.19140625,37
0.1953125,40
0.19921875,41
0.203125,43
0.20703125,47
0.2109375,47
0.21484375,44
0.21875,36
0.22265625,26
0.2265625,15
0.23046875,7
0.234375,1
0.23828125,-8
0.2421875,-21
0.24609375,-33
0.25,-42
0.25390625,-46
0.2578125,-40
0.26171875,-23
0.265625,-2
0.26953125,16
0.2734375,26
0.27734375,27
0.28125,19
0.28515625,7
0.2890625,-3
0.29296875,-8
0.296875,-8
0.30078125,-7
0.3046875,-9
0.30859375,-17
0.3125,-27
0.31640625,-35
0.3203125,-38
0.32421875,-35
0.328125,-30
0.33203125,-23
0.3359375,-17
0.33984375,-12
0.34375,-7
0.34765625,0
0.3515625,10
0.35546875,20
0.359375,30
0.36328125,38
0.3671875,42
0.37109375,41
0.375,35
0.37890625,25
0.3828125,15
0.38671875,8
0.390625,5
0.39453125,5
0.3984375,5
0.40234375,5
0.40625,6
0.41015625,14
0.4140625,27
0.41796875,41
0.421875,51
0.42578125,51
0.4296875,43
0.43359375,30
0.4375,17
0.44140625,12
0.4453125,15
0.44921875,25
0.453125,36
0.45703125,45
0.4609375,52
0.46484375,56
0.46875,55
0.47265625,47
0.4765625,33
0.48046875,17
0.484375,1
0.48828125,-12
0.4921875,-20
0.49609375,-18
0.5,-8
0.50390625,5
0.5078125,16
0.51171875,29
0.515625,46
0.51953125,64
0.5234375,75
0.52734375,79
0.53125,77
0.53515625,70
0.5390625,59
0.54296875,51
0.546875,48
0.55078125,46
0.5546875,38
0.55859375,25
0.5625,11
0.56640625,-1
0.5703125,-9
0.57421875,-12
0.578125,-13
0.58203125,-16
0.5859375,-20
0.58984375,-25
0.59375,-34
0.59765625,-47
0.6015625,-60
0.60546875,-67
0.609375,-65
0.61328125,-51
0.6171875,-30
0.62109375,-8
0.625,8
0.62890625,17
0.6328125,25
0.63671875,36
0.640625,50
0.64453125,63
0.6484375,67
0.65234375,59
0.65625,40
0.66015625,16
0.6640625,-7
0.66796875,-25
0.671875,-39
0.67578125,-50
0.6796875,-57
0.68359375,-63
0.6875,-70
0.69140625,-74
0.6953125,-74
0.69921875,-72
0.703125,-68
0.70703125,-58
0.7109375,-41
0.71484375,-19
0.71875,8
0.72265625,35
0.7265625,60
0.73046875,76
0.734375,83
0.73828125,81
0.7421875,69
0.74609375,48
0.75,22
0.75390625,-6
0.7578125,-32
0.76171875,-50
0.765625,-59
0.76953125,-65
0.7734375,-72
0.77734375,-80
0.78125,-87
0.78515625,-87
0.7890625,-75
0.79296875,-53
0.796875,-30
0.80078125,-18
0.8046875,-16
0.80859375,-20
0.8125,-23
0.81640625,-14
0.8203125,6
0.82421875,27
0.828125,35
0.83203125,32
0.8359375,19
0.83984375,3
0.84375,-13
0.84765625,-23
0.8515625,-31
0.85546875,-39
0.859375,-51
0.86328125,-61
0.8671875,-62
0.87109375,-56
0.875,-46
0.87890625,-35
0.8828125,-28
0.88671875,-25
0.890625,-24
0.89453125,-22
0.8984375,-14
0.90234375,-1
0.90625,14
0.91015625,25
0.9140625,29
0.91796875,28
0.921875,27
0.92578125,28
0.9296875,31
0.93359375,31
0.9375,27
0.94140625,16
0.9453125,1
0.94921875,-15
0.953125,-24
0.95703125,-25
0.9609375,-23
0.96484375,-18
0.96875,-4
0.97265625,16
0.9765625,35
0.98046875,48
0.984375,57
0.98828125,60
0.9921875,57
0.99609375,47
1.0,33
1.00390625,16
1.0078125,-1
1.01171875,-17
1.015625,-25
1.01953125,-18
1.0234375,-1
1.02734375,12
1.03125,8
1.03515625,-11
1.0390625,-39
1.04296875,-66
1.046875,-83
1.05078125,-85
1.0546875,-74
1.05859375,-57
1.0625,-38
1.06640625,-20
1.0703125,-5
1.07421875,7
1.078125,16
1.08203125,21
1.0859375,23
1.08984375,23
1.09375,24
1.09765625,26
1.1015625,25
1.10546875,16
1.109375,-1
1.11328125,-20
1.1171875,-35
1.12109375,-44
1.125,-43
1.12890625,-27
1.1328125,-3
1.13671875,22
1.140625,38
1.14453125,46
1.1484375,50
1.15234375,44
1.15625,28
1.16015625,14
1.1640625,7
1.16796875,9
1.171875,17
1.17578125,29
1.1796875,35
1.18359375,29
1.1875,12
1.19140625,-7
1.1953125,-19
1.19921875,-21
1.203125,-17
1.20703125,-14
1.2109375,-13
1.21484375,-12
1.21875,-11
1.22265625,-4
1.2265625,8
1.23046875,22
1.234375,34
1.23828125,44
1.2421875,53
1.24609375,62
1.25,66
1.25390625,64
1.2578125,59
1.26171875,52
1.265625,46
1.26953125,38
1.2734375,29
1.27734375,16
1.28125,-2
1.28515625,-25
1.2890625,-42
1.29296875,-47
1.296875,-43
1.30078125,-33
1.3046875,-21
1.30859375,-10
1.3125,0
1.31640625,9
1.3203125,19
1.32421875,29
1.328125,40
1.33203125,50
1.3359375,54
1.33984375,54
1.34375,49
1.34765625,39
1.3515625,23
1.35546875,3
1.359375,-15
1.36328125,-29
1.3671875,-38
1.37109375,-42
1.375,-41
1.37890625,-36
1.3828125,-30
1.38671875,-24
1.390625,-18
1.39453125,-13
1.3984375,-9
1.40234375,-8
1.40625,-5
1.41015625,3
1.4140625,15
1.41796875,28
1.421875,37
