Time,O2
0.0,16
0.00390625,4
0.0078125,-11
0.01171875,-26
0.015625,-42
0.01953125,-56
0.0234375,-65
0.02734375,-67
0.03125,-68
0.03515625,-67
0.0390625,-65
0.04296875,-61
0.046875,-54
0.05078125,-44
0.0546875,-29
0.05859375,-11
0.0625,7
0.06640625,23
0.0703125,36
0.07421875,41
0.078125,38
0.08203125,25
0.0859375,7
0.08984375,-10
0.09375,-23
0.09765625,-30
0.1015625,-36
0.10546875,-44
0.109375,-55
0.11328125,-67
0.1171875,-77
0.12109375,-80
0.125,-75
0.12890625,-64
0.1328125,-52
0.13671875,-45
0.140625,-41
0.14453125,-37
0.1484375,-29
0.15234375,-19
0.15625,-9
0.16015625,-3
0.1640625,-6
0.16796875,-18
0.171875,-32
0.17578125,-41
0.1796875,-44
0.18359375,-43
0.1875,-36
0.19140625,-24
0.1953125,-13
0.19921875,-4
0.203125,3
0.20703125,6
0.2109375,1
0.21484375,-9
0.21875,-18
0.22265625,-21
0.2265625,-18
0.23046875,-13
0.234375,-8
0.23828125,-6
0.2421875,-8
0.24609375,-13
0.25,-18
0.25390625,-22
0.2578125,-27
0.26171875,-32
0.265625,-34
0.26953125,-32
0.2734375,-27
0.27734375,-18
0.28125,-9
0.28515625,-2
0.2890625,1
0.29296875,4
0.296875,10
0.30078125,20
0.3046875,31
0.30859375,40
0.3125,46
0.31640625,48
0.3203125,50
0.32421875,54
0.328125,60
0.33203125,67
0.3359375,72
0.33984375,74
0.34375,75
0.34765625,77
0.3515625,79
0.35546875,73
0.359375,60
0.36328125,43
0.3671875,25
0.37109375,11
0.375,7
0.37890625,15
0.3828125,28
0.38671875,37
0.390625,38
0.39453125,33
0.3984375,27
0.40234375,21
0.40625,18
0.41015625,20
0.4140625,26
0.41796875,31
0.421875,35
0.42578125,35
0.4296875,29
0.43359375,16
0.4375,1
0.44140625,-10
0.4453125,-10
0.44921875,2
0.453125,20
0.45703125,38
0.4609375,48
0.46484375,47
0.46875,39
0.47265625,29
0.4765625,19
0.48046875,11
0.484375,2
0.48828125,-4
0.4921875,-6
0.49609375,-2
0.5,2
0.50390625,6
0.5078125,10
0.51171875,15
0.515625,17
0.51953125,16
0.5234375,14
0.52734375,9
0.53125,-2
0.53515625,-14
0.5390625,-25
0.54296875,-31
0.546875,-33
0.55078125,-32
0.5546875,-30
0.55859375,-27
0.5625,-24
0.56640625,-18
0.5703125,-7
0.57421875,12
0.578125,32
0.58203125,50
0.5859375,58
0.58984375,54
0.59375,36
0.59765625,11
0.6015625,-9
0.60546875,-19
0.609375,-16
0.61328125,-4
