Time,O2
0.0,89
0.00390625,112
0.0078125,117
0.01171875,106
0.015625,83
0.01953125,57
0.0234375,35
0.02734375,17
0.03125,-2
0.03515625,-24
0.0390625,-46
0.04296875,-58
0.046875,-60
0.05078125,-55
0.0546875,-49
0.05859375,-44
0.0625,-43
0.06640625,-40
0.0703125,-29
0.07421875,-8
0.078125,18
0.08203125,38
0.0859375,45
0.08984375,37
0.09375,21
0.09765625,4
0.1015625,-13
0.10546875,-30
0.109375,-45
0.11328125,-59
0.1171875,-68
0.12109375,-73
0.125,-72
0.12890625,-64
0.1328125,-51
0.13671875,-40
0.140625,-30
0.14453125,-23
0.1484375,-17
0.15234375,-14
0.15625,-15
0.16015625,-19
0.1640625,-19
0.16796875,-15
0.171875,-6
0.17578125,7
0.1796875,23
0.18359375,39
0.1875,48
0.19140625,48
0.1953125,41
0.19921875,27
0.203125,12
0.20703125,-2
0.2109375,-8
0.21484375,-5
0.21875,3
0.22265625,11
0.2265625,14
0.23046875,9
0.234375,-1
0.23828125,-12
0.2421875,-20
0.24609375,-19
0.25,-6
0.25390625,11
0.2578125,27
0.26171875,36
0.265625,39
0.26953125,34
0.2734375,24
0.27734375,13
0.28125,4
0.28515625,-5
0.2890625,-15
0.29296875,-28
0.296875,-42
0.30078125,-55
0.3046875,-68
0.30859375,-74
0.3125,-69
0.31640625,-51
0.3203125,-28
0.32421875,-6
0.328125,7
0.33203125,7
0.3359375,-7
0.33984375,-29
0.34375,-47
0.34765625,-52
0.3515625,-46
0.35546875,-33
0.359375,-22
0.36328125,-20
0.3671875,-27
0.37109375,-42
0.375,-59
0.37890625,-69
0.3828125,-67
0.38671875,-54
0.390625,-39
0.39453125,-27
0.3984375,-23
0.40234375,-30
0.40625,-44
0.41015625,-57
0.4140625,-60
0.41796875,-50
0.421875,-26
0.42578125,4
0.4296875,28
0.43359375,38
0.4375,34
0.44140625,23
0.4453125,12
0.44921875,6
0.453125,6
0.45703125,6
0.4609375,-1
0.46484375,-17
0.46875,-32
0.47265625,-41
0.4765625,-42
0.48046875,-37
0.484375,-31
0.48828125,-27
0.4921875,-24
0.49609375,-19
0.5,-10
0.50390625,0
0.5078125,8
0.51171875,15
0.515625,21
0.51953125,28
0.5234375,38
0.52734375,53
0.53125,68
0.53515625,74
0.5390625,73
0.54296875,68
0.546875,60
0.55078125,48
0.5546875,37
0.55859375,32
0.5625,33
0.56640625,37
0.5703125,42
0.57421875,46
0.578125,44
0.58203125,36
0.5859375,27
0.58984375,22
0.59375,21
0.59765625,21
0.6015625,21
0.60546875,17
0.609375,11
0.61328125,5
0.6171875,5
0.62109375,10
0.625,19
0.62890625,28
0.6328125,34
0.63671875,33
0.640625,25
0.64453125,14
0.6484375,6
0.65234375,-2
0.65625,-13
0.66015625,-25
0.6640625,-37
0.66796875,-49
0.671875,-57
0.67578125,-60
0.6796875,-53
0.68359375,-39
0.6875,-23
0.69140625,-7
0.6953125,8
0.69921875,23
0.703125,36
0.70703125,46
0.7109375,50
0.71484375,51
0.71875,52
0.72265625,53
0.7265625,53
0.73046875,55
0.734375,60
0.73828125,65
0.7421875,60
0.74609375,46
0.75,31
0.75390625,16
0.7578125,0
0.76171875,-13
0.765625,-19
0.76953125,-19
0.7734375,-18
0.77734375,-18
0.78125,-11
0.78515625,-1
0.7890625,5
0.79296875,6
0.796875,5
0.80078125,1
0.8046875,-7
0.80859375,-16
0.8125,-19
0.81640625,-17
0.8203125,-13
0.82421875,-11
0.828125,-12
0.83203125,-15
0.8359375,-21
0.83984375,-32
0.84375,-47
0.84765625,-62
0.8515625,-72
0.85546875,-72
0.859375,-62
0.86328125,-42
0.8671875,-18
0.87109375,0
0.875,3
0.87890625,-5
0.8828125,-16
0.88671875,-20
0.890625,-18
0.89453125,-9
0.8984375,2
0.90234375,9
0.90625,8
0.91015625,4
0.9140625,1
0.91796875,1
0.921875,2
0.92578125,4
0.9296875,9
0.93359375,12
0.9375,11
0.94140625,11
0.9453125,12
0.94921875,13
0.953125,12
0.95703125,15
0.9609375,22
0.96484375,31
0.96875,33
0.97265625,28
0.9765625,19
0.98046875,3
0.984375,-14
0.98828125,-24
0.9921875,-22
0.99609375,-12
1.0,-2
1.00390625,2
1.0078125,-2
1.01171875,-14
1.015625,-28
1.01953125,-37
1.0234375,-35
1.02734375,-25
1.03125,-7
1.03515625,14
1.0390625,32
1.04296875,41
1.046875,41
1.05078125,32
1.0546875,16
1.05859375,-1
1.0625,-15
1.06640625,-23
1.0703125,-25
1.07421875,-22
1.078125,-16
1.08203125,-8
1.0859375,0
1.08984375,7
1.09375,8
1.09765625,-1
1.1015625,-17
1.10546875,-37
1.109375,-55
1.11328125,-67
1.1171875,-70
1.12109375,-66
1.125,-66
1.12890625,-73
1.1328125,-85
1.13671875,-94
1.140625,-93
1.14453125,-76
1.1484375,-47
1.15234375,-16
1.15625,4
1.16015625,11
1.1640625,6
1.16796875,-2
1.171875,-5
1.17578125,-1
1.1796875,9
1.18359375,17
1.1875,21
1.19140625,22
1.1953125,24
1.19921875,26
1.203125,28
1.20703125,31
1.2109375,34
1.21484375,39
1.21875,46
1.22265625,58
1.2265625,71
1.23046875,82
1.234375,84
1.23828125,76
1.2421875,66
1.24609375,61
1.25,62
1.25390625,68
1.2578125,72
1.26171875,71
1.265625,63
1.26953125,46
1.2734375,26
1.27734375,13
1.28125,7
1.28515625,6
1.2890625,8
1.29296875,15
1.296875,22
1.30078125,20
1.3046875,9
1.30859375,-2
1.3125,-11
1.31640625,-18
1.3203125,-16
1.32421875,-6
1.328125,7
1.33203125,12
1.3359375,9
1.33984375,0
1.34375,-9
1.34765625,-11
1.3515625,-1
1.35546875,19
1.359375,40
1.36328125,56
1.3671875,59
1.37109375,46
1.375,24
1.37890625,-1
1.3828125,-22
1.38671875,-39
1.390625,-54
1.39453125,-65
1.3984375,-69
1.40234375,-66
1.40625,-58
1.41015625,-44
1.4140625,-26
1.41796875,-7
1.421875,10
1.42578125,27
1.4296875,46
1.43359375,66
1.4375,82
1.44140625,88
1.4453125,84
1.44921875,70
1.453125,49
1.45703125,25
1.4609375,2
1.46484375,-14
1.46875,-24
1.47265625,-27
1.4765625,-26
1.48046875,-22
1.484375,-22
1.48828125,-26
1.4921875,-33
1.49609375,-39
1.5,-39
1.50390625,-32
1.5078125,-19
1.51171875,-1
1.515625,18
1.51953125,34
1.5234375,44
1.52734375,45
1.53125,38
1.53515625,23
1.5390625,3
1.54296875,-11
1.546875,-11
1.55078125,-4
1.5546875,0
1.55859375,-4
1.5625,-16
1.56640625,-30
1.5703125,-43
1.57421875,-50
1.578125,-47
1.58203125,-33
1.5859375,-16
1.58984375,-5
1.59375,1
1.59765625,4
1.6015625,3
1.60546875,-3
1.609375,-8
1.61328125,-4
1.6171875,9
1.62109375,23
1.625,36
1.62890625,47
1.6328125,59
1.63671875,67
1.640625,68
1.64453125,60
1.6484375,46
1.65234375,30
1.65625,10
1.66015625,-11
1.6640625,-31
1.66796875,-51
1.671875,-70
1.67578125,-84
1.6796875,-86
1.68359375,-72
1.6875,-48
1.69140625,-25
1.6953125,-11
1.69921875,-4
1.703125,0
1.70703125,-3
1.7109375,-13
1.71484375,-24
1.71875,-32
1.72265625,-36
1.7265625,-33
1.73046875,-23
1.734375,-8
1.73828125,-1
1.7421875,-5
1.74609375,-17
1.75,-29
1.75390625,-35
1.7578125,-35
1.76171875,-27
1.765625,-13
1.76953125,2
1.7734375,14
1.77734375,18
1.78125,15
1.78515625,10
1.7890625,5
1.79296875,4
1.796875,13
1.80078125,28
1.8046875,41
1.80859375,47
1.8125,46
1.81640625,43
1.8203125,36
1.82421875,26
1.828125,17
1.83203125,12
1.8359375,8
1.83984375,3
1.84375,1
1.84765625,4
1.8515625,9
1.85546875,9
1.859375,5
1.86328125,0
1.8671875,-3
1.87109375,-4
1.875,-1
1.87890625,8
1.8828125,18
1.88671875,27
1.890625,32
1.89453125,34
1.8984375,33
1.90234375,25
1.90625,8
1.91015625,-16
1.9140625,-35
1.91796875,-44
1.921875,-41
1.92578125,-30
1.9296875,-19
1.93359375,-17
1.9375,-25
1.94140625,-38
1.9453125,-51
1.94921875,-63
1.953125,-67
1.95703125,-62
1.9609375,-50
1.96484375,-31
1.96875,-6
1.97265625,20
1.9765625,39
1.98046875,48
1.984375,47
1.98828125,40
1.9921875,31
1.99609375,23
2.0,16
2.00390625,6
2.0078125,-2
2.01171875,-4
2.015625,0
2.01953125,4
2.0234375,4
2.02734375,6
2.03125,7
2.03515625,6
2.0390625,6
2.04296875,14
2.046875,26
2.05078125,34
2.0546875,39
2.05859375,42
2.0625,47
2.06640625,56
2.0703125,63
2.07421875,64
2.078125,58
2.08203125,48
2.0859375,37
2.08984375,28
2.09375,20
2.09765625,15
2.1015625,11
2.10546875,-1
2.109375,-22
2.11328125,-44
2.1171875,-59
2.12109375,-61
2.125,-50
2.12890625,-26
2.1328125,4
2.13671875,28
2.140625,37
2.14453125,34
2.1484375,29
2.15234375,25
2.15625,22
2.16015625,22
2.1640625,21
2.16796875,17
2.171875,10
2.17578125,4
2.1796875,2
2.18359375,0
2.1875,-3
2.19140625,-5
2.1953125,-6
2.19921875,-9
2.203125,-10
2.20703125,-9
2.2109375,-6
2.21484375,1
2.21875,16
2.22265625,37
2.2265625,56
2.23046875,67
2.234375,71
2.23828125,67
2.2421875,56
2.24609375,43
2.25,31
2.25390625,22
2.2578125,14
2.26171875,7
2.265625,3
2.26953125,0
2.2734375,-2
2.27734375,-5
2.28125,-9
2.28515625,-13
2.2890625,-18
2.29296875,-24
2.296875,-28
2.30078125,-27
2.3046875,-19
2.30859375,-4
2.3125,16
2.31640625,38
2.3203125,58
2.32421875,74
2.328125,86
2.33203125,94
2.3359375,93
2.33984375,79
2.34375,58
2.34765625,39
2.3515625,26
2.35546875,23
2.359375,26
2.36328125,28
2.3671875,21
2.37109375,4
2.375,-17
2.37890625,-34
2.3828125,-38
2.38671875,-30
2.390625,-18
2.39453125,-8
2.3984375,-3
2.40234375,-1
2.40625,2
2.41015625,6
2.4140625,11
2.41796875,16
2.421875,16
2.42578125,12
2.4296875,7
2.43359375,3
2.4375,2
2.44140625,-2
2.4453125,-8
2.44921875,-18
2.453125,-28
2.45703125,-32
2.4609375,-28
2.46484375,-19
2.46875,-10
2.47265625,-3
2.4765625,0
2.48046875,-1
2.484375,-2
2.48828125,3
2.4921875,15
2.49609375,31
2.5,47
2.50390625,58
2.5078125,61
