Time,O2
0.0,-41
0.00390625,-47
0.0078125,-48
0.01171875,-44
0.015625,-37
0.01953125,-30
0.0234375,-25
0.02734375,-19
0.03125,-11
0.03515625,0
0.0390625,12
0.04296875,24
0.046875,34
0.05078125,38
0.0546875,34
0.05859375,22
0.0625,7
0.06640625,-8
0.0703125,-24
0.07421875,-38
0.078125,-46
0.08203125,-48
0.0859375,-47
0.08984375,-41
0.09375,-29
0.09765625,-11
0.1015625,10
0.10546875,31
0.109375,49
0.11328125,61
0.1171875,67
0.12109375,66
0.125,60
0.12890625,49
0.1328125,36
0.13671875,20
0.140625,3
0.14453125,-11
0.1484375,-16
0.15234375,-13
0.15625,-6
0.16015625,0
0.1640625,0
0.16796875,-8
0.171875,-23
0.17578125,-35
0.1796875,-38
0.18359375,-30
0.1875,-13
0.19140625,7
0.1953125,25
0.19921875,36
0.203125,39
0.20703125,40
0.2109375,38
0.21484375,32
0.21875,21
0.22265625,11
0.2265625,4
0.23046875,-2
0.234375,-9
0.23828125,-19
0.2421875,-34
0.24609375,-52
0.25,-67
0.25390625,-70
0.2578125,-56
0.26171875,-26
0.265625,9
0.26953125,34
0.2734375,42
0.27734375,37
0.28125,25
0.28515625,14
0.2890625,8
0.29296875,7
0.296875,5
0.30078125,-2
0.3046875,-12
0.30859375,-27
0.3125,-41
0.31640625,-47
0.3203125,-44
0.32421875,-36
0.328125,-27
0.33203125,-18
0.3359375,-15
0.33984375,-24
0.34375,-41
0.34765625,-57
0.3515625,-64
0.35546875,-58
0.359375,-45
0.36328125,-32
0.3671875,-21
0.37109375,-14
0.375,-11
0.37890625,-11
0.3828125,-10
0.38671875,-10
0.390625,-14
0.39453125,-21
0.3984375,-25
0.40234375,-21
0.40625,-10
0.41015625,6
0.4140625,23
0.41796875,36
0.421875,42
0.42578125,38
0.4296875,27
0.43359375,11
0.4375,-5
0.44140625,-21
0.4453125,-35
0.44921875,-44
0.453125,-43
0.45703125,-36
0.4609375,-23
0.46484375,-4
0.46875,17
0.47265625,30
0.4765625,29
0.48046875,18
0.484375,2
0.48828125,-14
0.4921875,-24
0.49609375,-26
0.5,-21
0.50390625,-16
0.5078125,-18
0.51171875,-28
0.515625,-40
0.51953125,-49
0.5234375,-53
0.52734375,-50
0.53125,-38
0.53515625,-21
0.5390625,-6
0.54296875,3
0.546875,8
0.55078125,13
0.5546875,22
0.55859375,33
0.5625,49
0.56640625,64
0.5703125,76
0.57421875,82
0.578125,83
0.58203125,79
0.5859375,71
0.58984375,58
0.59375,39
0.59765625,16
0.6015625,-8
0.60546875,-25
0.609375,-35
0.61328125,-37
0.6171875,-29
0.62109375,-14
0.625,-1
0.62890625,7
0.6328125,10
0.63671875,10
0.640625,10
0.64453125,14
0.6484375,25
0.65234375,41
0.65625,53
0.66015625,55
0.6640625,45
0.66796875,27
0.671875,5
0.67578125,-15
0.6796875,-29
0.68359375,-34
0.6875,-34
0.69140625,-29
0.6953125,-17
0.69921875,1
0.703125,16
0.70703125,23
0.7109375,19
0.71484375,5
0.71875,-12
0.72265625,-22
0.7265625,-18
0.73046875,-3
0.734375,16
0.73828125,29
0.7421875,33
0.74609375,27
0.75,17
0.75390625,9
0.7578125,5
0.76171875,6
0.765625,10
0.76953125,11
0.7734375,8
0.77734375,2
0.78125,-8
0.78515625,-18
0.7890625,-26
0.79296875,-26
0.796875,-17
0.80078125,-4
0.8046875,10
0.80859375,27
0.8125,45
0.81640625,56
0.8203125,60
0.82421875,59
0.828125,57
0.83203125,52
0.8359375,44
0.83984375,35
0.84375,27
0.84765625,17
0.8515625,5
0.85546875,-7
0.859375,-17
0.86328125,-25
0.8671875,-34
0.87109375,-37
0.875,-33
0.87890625,-25
0.8828125,-20
0.88671875,-20
0.890625,-28
0.89453125,-43
0.8984375,-58
0.90234375,-66
0.90625,-59
0.91015625,-41
0.9140625,-21
0.91796875,-5
0.921875,7
0.92578125,16
0.9296875,22
0.93359375,28
0.9375,37
0.94140625,46
0.9453125,48
0.94921875,38
0.953125,19
0.95703125,-3
0.9609375,-22
0.96484375,-37
0.96875,-41
0.97265625,-31
0.9765625,-11
0.98046875,10
0.984375,26
0.98828125,36
0.9921875,40
0.99609375,34
1.0,18
1.00390625,0
1.0078125,-13
1.01171875,-18
1.015625,-15
1.01953125,-6
1.0234375,8
1.02734375,22
1.03125,30
1.03515625,26
1.0390625,15
1.04296875,3
1.046875,-6
1.05078125,-12
1.0546875,-14
1.05859375,-10
1.0625,-3
1.06640625,3
1.0703125,6
1.07421875,5
1.078125,3
1.08203125,-3
1.0859375,-9
1.08984375,-14
1.09375,-13
1.09765625,-8
1.1015625,-3
1.10546875,1
1.109375,4
1.11328125,5
1.1171875,8
1.12109375,14
1.125,22
1.12890625,29
1.1328125,31
1.13671875,25
1.140625,10
1.14453125,-9
1.1484375,-26
1.15234375,-37
1.15625,-38
1.16015625,-32
1.1640625,-22
1.16796875,-16
1.171875,-16
1.17578125,-20
1.1796875,-22
1.18359375,-17
1.1875,-3
1.19140625,20
1.1953125,42
1.19921875,54
1.203125,52
1.20703125,38
1.2109375,21
1.21484375,8
1.21875,3
1.22265625,6
1.2265625,10
1.23046875,9
1.234375,2
1.23828125,-6
1.2421875,-9
1.24609375,-6
1.25,0
1.25390625,4
1.2578125,6
1.26171875,7
1.265625,8
1.26953125,10
1.2734375,13
1.27734375,14
1.28125,14
1.28515625,8
1.2890625,-1
1.29296875,-6
1.296875,-11
1.30078125,-17
1.3046875,-25
1.30859375,-32
1.3125,-37
1.31640625,-40
1.3203125,-41
1.32421875,-43
1.328125,-50
1.33203125,-57
1.3359375,-59
1.33984375,-57
1.34375,-50
1.34765625,-40
1.3515625,-28
1.35546875,-17
1.359375,-9
1.36328125,-1
1.3671875,8
1.37109375,19
1.375,29
1.37890625,34
1.3828125,34
1.38671875,31
1.390625,28
1.39453125,26
1.3984375,29
1.40234375,34
1.40625,36
1.41015625,26
1.4140625,2
1.41796875,-27
1.421875,-50
1.42578125,-63
1.4296875,-64
1.43359375,-53
1.4375,-33
1.44140625,-10
1.4453125,9
1.44921875,22
1.453125,31
1.45703125,38
1.4609375,43
1.46484375,51
1.46875,61
1.47265625,70
1.4765625,66
1.48046875,48
1.484375,20
1.48828125,-4
1.4921875,-17
1.49609375,-21
1.5,-23
1.50390625,-27
1.5078125,-30
1.51171875,-33
1.515625,-33
1.51953125,-28
1.5234375,-17
1.52734375,-9
1.53125,-10
1.53515625,-16
1.5390625,-20
1.54296875,-18
1.546875,-11
1.55078125,0
1.5546875,16
1.55859375,34
1.5625,42
1.56640625,38
1.5703125,25
1.57421875,10
1.578125,-2
1.58203125,-5
1.5859375,1
1.58984375,8
1.59375,9
1.59765625,2
1.6015625,-9
1.60546875,-21
1.609375,-28
1.61328125,-24
1.6171875,-12
1.62109375,2
1.625,11
1.62890625,16
1.6328125,17
1.63671875,14
1.640625,15
1.64453125,24
1.6484375,40
1.65234375,53
1.65625,57
1.66015625,48
1.6640625,30
1.66796875,6
1.671875,-17
1.67578125,-35
1.6796875,-45
1.68359375,-48
1.6875,-46
1.69140625,-41
1.6953125,-40
1.69921875,-47
1.703125,-61
1.70703125,-75
1.7109375,-80
1.71484375,-72
1.71875,-50
1.72265625,-22
1.7265625,4
1.73046875,19
1.734375,20
1.73828125,12
1.7421875,-1
1.74609375,-16
1.75,-29
1.75390625,-39
1.7578125,-47
1.76171875,-53
1.765625,-58
1.76953125,-62
1.7734375,-65
1.77734375,-65
1.78125,-62
1.78515625,-57
1.7890625,-53
1.79296875,-52
1.796875,-54
1.80078125,-55
1.8046875,-53
1.80859375,-46
1.8125,-34
1.81640625,-23
1.8203125,-17
1.82421875,-12
1.828125,-7
1.83203125,2
1.8359375,14
1.83984375,26
1.84375,31
1.84765625,28
1.8515625,22
1.85546875,17
1.859375,15
1.86328125,13
1.8671875,7
1.87109375,-8
1.875,-28
1.87890625,-38
1.8828125,-34
1.88671875,-18
1.890625,4
1.89453125,24
1.8984375,34
1.90234375,32
1.90625,24
1.91015625,18
1.9140625,15
1.91796875,15
1.921875,21
1.92578125,33
1.9296875,45
1.93359375,55
1.9375,59
1.94140625,56
1.9453125,48
1.94921875,43
1.953125,42
1.95703125,45
1.9609375,51
1.96484375,58
1.96875,65
1.97265625,70
1.9765625,68
1.98046875,58
1.984375,38
1.98828125,15
1.9921875,-6
1.99609375,-15
2.0,-11
2.00390625,0
2.0078125,10
2.01171875,10
2.015625,-3
2.01953125,-21
2.0234375,-34
2.02734375,-39
2.03125,-39
2.03515625,-43
2.0390625,-52
2.04296875,-65
2.046875,-79
2.05078125,-89
2.0546875,-91
2.05859375,-83
2.0625,-69
2.06640625,-53
2.0703125,-38
2.07421875,-21
2.078125,-2
2.08203125,12
2.0859375,18
2.08984375,19
2.09375,18
2.09765625,17
2.1015625,16
2.10546875,15
2.109375,13
2.11328125,8
2.1171875,1
2.12109375,-7
2.125,-11
2.12890625,-12
2.1328125,-8
2.13671875,-3
2.140625,1
2.14453125,2
2.1484375,-2
2.15234375,-7
2.15625,-12
2.16015625,-16
2.1640625,-20
2.16796875,-22
2.171875,-17
2.17578125,-7
2.1796875,3
2.18359375,10
2.1875,12
2.19140625,9
2.1953125,0
2.19921875,-17
2.203125,-34
2.20703125,-44
2.2109375,-50
2.21484375,-55
2.21875,-59
2.22265625,-62
2.2265625,-68
2.23046875,-79
2.234375,-88
2.23828125,-91
2.2421875,-85
2.24609375,-73
2.25,-58
2.25390625,-42
2.2578125,-25
2.26171875,-5
2.265625,12
2.26953125,24
2.2734375,27
2.27734375,22
2.28125,8
2.28515625,-12
2.2890625,-32
2.29296875,-44
2.296875,-46
2.30078125,-43
2.3046875,-38
2.30859375,-33
2.3125,-29
2.31640625,-27
2.3203125,-23
2.32421875,-18
2.328125,-12
2.33203125,-7
2.3359375,2
2.33984375,11
2.34375,18
2.34765625,25
2.3515625,30
2.35546875,29
2.359375,23
2.36328125,16
2.3671875,13
2.37109375,12
2.375,15
2.37890625,21
2.3828125,26
2.38671875,28
2.390625,29
2.39453125,24
2.3984375,11
2.40234375,-3
2.40625,-10
2.41015625,-7
2.4140625,0
2.41796875,8
2.421875,11
2.42578125,5
2.4296875,-10
2.43359375,-25
2.4375,-31
2.44140625,-24
2.4453125,-8
2.44921875,14
2.453125,35
2.45703125,51
2.4609375,62
2.46484375,64
2.46875,56
2.47265625,35
2.4765625,7
2.48046875,-21
2.484375,-43
2.48828125,-53
2.4921875,-49
2.49609375,-36
2.5,-25
2.50390625,-19
2.5078125,-21
2.51171875,-26
2.515625,-28
2.51953125,-22
2.5234375,-16
2.52734375,-12
2.53125,-6
2.53515625,4
2.5390625,9
2.54296875,10
2.546875,11
2.55078125,14
2.5546875,14
2.55859375,14
2.5625,16
2.56640625,17
2.5703125,10
2.57421875,-4
2.578125,-18
2.58203125,-23
2.5859375,-15
2.58984375,5
2.59375,30
2.59765625,51
2.6015625,65
2.60546875,71
2.609375,67
2.61328125,60
2.6171875,57
2.62109375,60
2.625,65
2.62890625,66
2.6328125,61
2.63671875,49
2.640625,31
2.64453125,13
2.6484375,2
2.65234375,3
2.65625,13
2.66015625,26
2.6640625,36
2.66796875,44
2.671875,48
2.67578125,40
2.6796875,22
2.68359375,1
2.6875,-16
2.69140625,-21
2.6953125,-11
2.69921875,11
2.703125,37
2.70703125,54
2.7109375,54
2.71484375,37
2.71875,12
2.72265625,-13
2.7265625,-32
2.73046875,-41
2.734375,-41
2.73828125,-37
2.7421875,-32
2.74609375,-27
2.75,-21
2.75390625,-15
2.7578125,-4
2.76171875,6
2.765625,11
2.76953125,3
2.7734375,-15
2.77734375,-36
2.78125,-52
2.78515625,-54
2.7890625,-40
2.79296875,-14
