Time,OZ
0.0,65
0.00390625,51
0.0078125,37
0.01171875,24
0.015625,14
0.01953125,9
0.0234375,5
0.02734375,1
0.03125,0
0.03515625,5
0.0390625,18
0.04296875,39
0.046875,57
0.05078125,66
0.0546875,66
0.05859375,63
0.0625,62
0.06640625,66
0.0703125,77
0.07421875,89
0.078125,91
0.08203125,76
0.0859375,51
0.08984375,23
0.09375,-1
0.09765625,-16
0.1015625,-21
0.10546875,-17
0.109375,-11
0.11328125,-6
0.1171875,-4
0.12109375,-9
0.125,-18
0.12890625,-27
0.1328125,-33
0.13671875,-37
0.140625,-37
0.14453125,-35
0.1484375,-35
0.15234375,-36
0.15625,-29
0.16015625,-7
0.1640625,25
0.16796875,52
0.171875,69
0.17578125,71
0.1796875,59
0.18359375,39
0.1875,29
0.19140625,34
0.1953125,44
0.19921875,44
0.203125,33
0.20703125,17
0.2109375,-1
0.21484375,-19
0.21875,-29
0.22265625,-26
0.2265625,-13
0.23046875,1
0.234375,10
0.23828125,17
0.2421875,26
0.24609375,31
0.25,29
0.25390625,25
0.2578125,23
0.26171875,20
0.265625,11
0.26953125,-6
0.2734375,-23
0.27734375,-35
0.28125,-43
0.28515625,-44
0.2890625,-35
0.29296875,-22
0.296875,-11
0.30078125,-9
0.3046875,-11
0.30859375,-9
0.3125,2
0.31640625,21
0.3203125,38
0.32421875,47
0.328125,48
0.33203125,46
0.3359375,43
0.33984375,39
0.34375,30
0.34765625,15
0.3515625,-8
0.35546875,-30
0.359375,-42
0.36328125,-42
0.3671875,-33
0.37109375,-25
0.375,-21
0.37890625,-21
0.3828125,-19
0.38671875,-13
0.390625,-7
0.39453125,-6
0.3984375,-6
0.40234375,-2
0.40625,6
0.41015625,16
0.4140625,27
0.41796875,36
0.421875,37
0.42578125,29
0.4296875,19
0.43359375,11
0.4375,7
0.44140625,3
0.4453125,0
0.44921875,-1
0.453125,-4
0.45703125,-14
0.4609375,-33
0.46484375,-55
0.46875,-74
0.47265625,-85
0.4765625,-89
0.48046875,-88
0.484375,-86
0.48828125,-84
0.4921875,-79
0.49609375,-68
0.5,-49
0.50390625,-31
0.5078125,-22
0.51171875,-24
0.515625,-30
0.51953125,-33
0.5234375,-31
0.52734375,-28
0.53125,-27
0.53515625,-32
0.5390625,-43
0.54296875,-54
0.546875,-57
0.55078125,-52
0.5546875,-45
0.55859375,-42
0.5625,-38
0.56640625,-34
0.5703125,-30
0.57421875,-26
0.578125,-20
0.58203125,-15
0.5859375,-16
0.58984375,-23
0.59375,-30
0.59765625,-34
0.6015625,-37
0.60546875,-41
0.609375,-37
0.61328125,-23
0.6171875,-2
0.62109375,18
0.625,30
0.62890625,33
0.6328125,24
0.63671875,8
0.640625,-7
0.64453125,-9
0.6484375,1
0.65234375,12
0.65625,10
0.66015625,-3
0.6640625,-23
0.66796875,-41
0.671875,-54
0.67578125,-56
0.6796875,-49
0.68359375,-38
0.6875,-28
0.69140625,-19
0.6953125,-5
0.69921875,14
0.703125,34
0.70703125,52
0.7109375,66
0.71484375,73
0.71875,67
0.72265625,49
0.7265625,26
0.73046875,3
0.734375,-17
0.73828125,-31
0.7421875,-39
0.74609375,-43
0.75,-45
0.75390625,-49
0.7578125,-56
0.76171875,-65
0.765625,-76
0.76953125,-87
0.7734375,-93
0.77734375,-87
0.78125,-68
0.78515625,-40
0.7890625,-11
0.79296875,14
0.796875,27
0.80078125,25
0.8046875,14
