Time,OZ
0.0,7
0.00390625,-8
0.0078125,-26
0.01171875,-46
0.015625,-65
0.01953125,-78
0.0234375,-79
0.02734375,-71
0.03125,-60
0.03515625,-49
0.0390625,-39
0.04296875,-33
0.046875,-31
0.05078125,-26
0.0546875,-13
0.05859375,9
0.0625,32
0.06640625,51
0.0703125,63
0.07421875,65
0.078125,56
0.08203125,43
0.0859375,34
0.08984375,31
0.09375,30
0.09765625,24
0.1015625,16
0.10546875,8
0.109375,3
0.11328125,-2
0.1171875,-7
0.12109375,-14
0.125,-20
0.12890625,-22
0.1328125,-18
0.13671875,-6
0.140625,6
0.14453125,11
0.1484375,6
0.15234375,-3
0.15625,-9
0.16015625,-6
0.1640625,3
0.16796875,12
0.171875,14
0.17578125,8
0.1796875,-3
0.18359375,-16
0.1875,-23
0.19140625,-20
0.1953125,-8
0.19921875,7
0.203125,15
0.20703125,15
0.2109375,12
0.21484375,10
0.21875,13
0.22265625,26
0.2265625,47
0.23046875,66
0.234375,75
0.23828125,75
0.2421875,72
0.24609375,67
0.25,65
0.25390625,66
0.2578125,67
0.26171875,64
0.265625,55
0.26953125,43
0.2734375,32
0.27734375,20
0.28125,6
0.28515625,-9
0.2890625,-22
0.29296875,-35
0.296875,-44
0.30078125,-47
0.3046875,-36
0.30859375,-15
0.3125,9
0.31640625,32
0.3203125,49
0.32421875,59
0.328125,63
0.33203125,66
0.3359375,72
0.33984375,83
0.34375,92
0.34765625,95
0.3515625,91
0.35546875,80
0.359375,62
0.36328125,41
0.3671875,22
0.37109375,7
0.375,-9
0.37890625,-26
0.3828125,-39
0.38671875,-46
0.390625,-45
0.39453125,-33
0.3984375,-8
0.40234375,24
0.40625,55
0.41015625,79
0.4140625,93
0.41796875,97
0.421875,94
0.42578125,82
0.4296875,65
0.43359375,49
0.4375,34
0.44140625,21
0.4453125,8
0.44921875,-3
0.453125,-15
0.45703125,-27
0.4609375,-39
0.46484375,-47
0.46875,-46
0.47265625,-40
0.4765625,-29
0.48046875,-16
0.484375,4
0.48828125,29
0.4921875,56
0.49609375,79
0.5,92
0.50390625,94
0.5078125,83
0.51171875,67
0.515625,54
0.51953125,50
0.5234375,56
0.52734375,66
0.53125,73
0.53515625,75
0.5390625,71
0.54296875,59
0.546875,41
0.55078125,24
0.5546875,7
0.55859375,-11
0.5625,-28
0.56640625,-38
0.5703125,-38
0.57421875,-32
0.578125,-23
0.58203125,-15
0.5859375,-8
0.58984375,-5
0.59375,-2
0.59765625,2
0.6015625,6
0.60546875,7
0.609375,1
0.61328125,-10
0.6171875,-21
0.62109375,-27
0.625,-26
0.62890625,-22
0.6328125,-16
0.63671875,-12
0.640625,-10
0.64453125,-13
0.6484375,-17
0.65234375,-20
0.65625,-21
0.66015625,-23
0.6640625,-21
0.66796875,-10
0.671875,7
0.67578125,23
0.6796875,35
0.68359375,45
0.6875,49
0.69140625,45
0.6953125,37
0.69921875,31
0.703125,24
0.70703125,14
0.7109375,2
0.71484375,-8
0.71875,-18
0.72265625,-30
0.7265625,-46
0.73046875,-65
0.734375,-81
0.73828125,-89
0.7421875,-86
0.74609375,-70
0.75,-40
0.75390625,-5
0.7578125,24
0.76171875,46
0.765625,59
0.76953125,61
0.7734375,51
0.77734375,35
0.78125,17
0.78515625,0
0.7890625,-11
0.79296875,-14
0.796875,-7
0.80078125,3
0.8046875,6
0.80859375,3
0.8125,-4
0.81640625,-9
0.8203125,-8
0.82421875,1
0.828125,16
0.83203125,28
0.8359375,32
0.83984375,27
0.84375,19
0.84765625,16
0.8515625,16
0.85546875,17
0.859375,14
0.86328125,8
0.8671875,-3
0.87109375,-19
0.875,-34
0.87890625,-42
0.8828125,-47
0.88671875,-52
0.890625,-58
0.89453125,-65
0.8984375,-72
0.90234375,-78
0.90625,-81
0.91015625,-78
0.9140625,-69
0.91796875,-56
0.921875,-40
0.92578125,-21
0.9296875,1
0.93359375,23
0.9375,42
0.94140625,54
0.9453125,59
0.94921875,58
0.953125,51
0.95703125,41
0.9609375,31
0.96484375,22
0.96875,12
0.97265625,0
0.9765625,-14
0.98046875,-28
0.984375,-41
0.98828125,-54
0.9921875,-63
0.99609375,-68
1.0,-67
1.00390625,-60
1.0078125,-47
1.01171875,-30
1.015625,-16
1.01953125,-9
1.0234375,-9
1.02734375,-13
1.03125,-18
1.03515625,-21
1.0390625,-19
1.04296875,-16
1.046875,-14
1.05078125,-16
1.0546875,-21
1.05859375,-27
1.0625,-33
1.06640625,-39
1.0703125,-43
1.07421875,-47
1.078125,-50
1.08203125,-50
1.0859375,-48
1.08984375,-43
1.09375,-34
1.09765625,-24
1.1015625,-15
1.10546875,-6
1.109375,5
1.11328125,18
1.1171875,29
1.12109375,36
1.125,42
1.12890625,47
1.1328125,49
1.13671875,44
1.140625,32
1.14453125,14
1.1484375,-10
1.15234375,-34
1.15625,-49
1.16015625,-53
1.1640625,-53
1.16796875,-58
1.171875,-71
1.17578125,-87
1.1796875,-100
1.18359375,-104
1.1875,-94
1.19140625,-70
1.1953125,-44
1.19921875,-23
1.203125,-8
1.20703125,4
1.2109375,15
1.21484375,29
1.21875,43
1.22265625,55
1.2265625,61
1.23046875,63
1.234375,61
1.23828125,58
1.2421875,55
1.24609375,49
1.25,35
1.25390625,18
1.2578125,5
1.26171875,0
1.265625,5
1.26953125,16
1.2734375,32
1.27734375,45
1.28125,54
1.28515625,60
1.2890625,63
1.29296875,67
1.296875,68
1.30078125,65
1.3046875,57
1.30859375,47
1.3125,34
1.31640625,18
1.3203125,5
1.32421875,-2
1.328125,-1
1.33203125,5
1.3359375,13
1.33984375,14
1.34375,1
1.34765625,-23
1.3515625,-51
1.35546875,-74
1.359375,-86
1.36328125,-85
1.3671875,-74
1.37109375,-56
1.375,-36
1.37890625,-19
