Time,OZ
0.0,12
0.00390625,14
0.0078125,16
0.01171875,17
0.015625,17
0.01953125,14
0.0234375,8
0.02734375,0
0.03125,-8
0.03515625,-14
0.0390625,-19
0.04296875,-21
0.046875,-23
0.05078125,-24
0.0546875,-25
0.05859375,-26
0.0625,-26
0.06640625,-24
0.0703125,-20
0.07421875,-15
0.078125,-9
0.08203125,-4
0.0859375,1
0.08984375,5
0.09375,10
0.09765625,16
0.1015625,24
0.10546875,32
0.109375,39
0.11328125,42
0.1171875,39
0.12109375,28
0.125,11
0.12890625,-6
0.1328125,-20
0.13671875,-29
0.140625,-32
0.14453125,-31
0.1484375,-28
0.15234375,-24
0.15625,-17
0.16015625,-9
0.1640625,2
0.16796875,13
0.171875,23
0.17578125,30
0.1796875,34
0.18359375,33
0.1875,29
0.19140625,22
0.1953125,14
0.19921875,6
0.203125,-1
0.20703125,-6
0.2109375,-10
0.21484375,-15
0.21875,-20
0.22265625,-23
0.2265625,-24
0.23046875,-22
0.234375,-15
0.23828125,-5
0.2421875,6
0.24609375,17
0.25,26
0.25390625,31
0.2578125,33
0.26171875,31
0.265625,27
0.26953125,20
0.2734375,10
0.27734375,-1
0.28125,-12
0.28515625,-21
0.2890625,-28
0.29296875,-32
0.296875,-32
0.30078125,-29
0.3046875,-24
0.30859375,-17
0.3125,-10
0.31640625,-3
0.3203125,2
0.32421875,6
0.328125,8
0.33203125,12
0.3359375,16
0.33984375,19
0.34375,22
0.34765625,23
0.3515625,25
0.35546875,27
0.359375,32
0.36328125,40
0.3671875,48
0.37109375,53
0.375,51
0.37890625,39
0.3828125,20
0.38671875,-3
0.390625,-22
0.39453125,-34
0.3984375,-37
0.40234375,-30
0.40625,-20
0.41015625,-13
0.4140625,-12
0.41796875,-15
0.421875,-19
0.42578125,-20
0.4296875,-15
0.43359375,-2
0.4375,16
0.44140625,36
0.4453125,55
0.44921875,70
0.453125,79
0.45703125,79
0.4609375,73
0.46484375,62
0.46875,50
0.47265625,39
0.4765625,28
0.48046875,17
0.484375,4
0.48828125,-10
0.4921875,-24
0.49609375,-38
0.5,-48
0.50390625,-55
0.5078125,-59
0.51171875,-58
0.515625,-55
0.51953125,-51
0.5234375,-46
0.52734375,-43
0.53125,-41
0.53515625,-39
0.5390625,-34
0.54296875,-23
0.546875,-7
0.55078125,13
0.5546875,34
0.55859375,53
0.5625,68
0.56640625,77
0.5703125,79
0.57421875,73
0.578125,59
0.58203125,41
0.5859375,20
0.58984375,-2
0.59375,-20
0.59765625,-35
0.6015625,-46
0.60546875,-53
0.609375,-57
0.61328125,-59
0.6171875,-59
0.62109375,-56
0.625,-50
0.62890625,-41
0.6328125,-30
0.63671875,-17
0.640625,-4
0.64453125,9
0.6484375,21
0.65234375,32
0.65625,42
0.66015625,51
0.6640625,60
0.66796875,69
0.671875,78
0.67578125,83
0.6796875,84
0.68359375,77
0.6875,65
0.69140625,47
0.6953125,26
0.69921875,5
0.703125,-14
0.70703125,-29
0.7109375,-39
0.71484375,-43
0.71875,-43
0.72265625,-41
0.7265625,-39
0.73046875,-39
0.734375,-40
0.73828125,-41
0.7421875,-42
0.74609375,-42
0.75,-40
0.75390625,-36
0.7578125,-30
0.76171875,-20
0.765625,-5
0.76953125,14
0.7734375,34
0.77734375,50
0.78125,61
0.78515625,64
0.7890625,60
0.79296875,50
0.796875,36
0.80078125,23
0.8046875,10
0.80859375,-2
0.8125,-14
0.81640625,-24
0.8203125,-35
0.82421875,-44
0.828125,-51
0.83203125,-54
0.8359375,-54
0.83984375,-49
0.84375,-40
0.84765625,-30
0.8515625,-22
0.85546875,-15
0.859375,-10
0.86328125,-6
0.8671875,-1
0.87109375,6
0.875,15
0.87890625,23
0.8828125,30
0.88671875,35
0.890625,37
0.89453125,36
0.8984375,32
0.90234375,25
0.90625,17
0.91015625,8
0.9140625,-4
0.91796875,-19
0.921875,-33
0.92578125,-44
0.9296875,-49
0.93359375,-47
0.9375,-39
0.94140625,-26
0.9453125,-15
0.94921875,-8
0.953125,-5
0.95703125,-5
0.9609375,-7
0.96484375,-8
0.96875,-7
0.97265625,-4
0.9765625,2
0.98046875,11
0.984375,20
0.98828125,29
0.9921875,35
0.99609375,37
1.0,35
1.00390625,32
1.0078125,28
1.01171875,24
1.015625,20
1.01953125,17
1.0234375,15
1.02734375,13
1.03125,10
1.03515625,7
1.0390625,2
1.04296875,-5
1.046875,-13
1.05078125,-20
1.0546875,-26
1.05859375,-29
1.0625,-30
1.06640625,-29
1.0703125,-27
1.07421875,-24
1.078125,-23
1.08203125,-22
1.0859375,-22
1.08984375,-22
1.09375,-21
1.09765625,-19
1.1015625,-17
1.10546875,-14
1.109375,-11
1.11328125,-8
1.1171875,-6
1.12109375,-3
1.125,2
1.12890625,10
1.1328125,18
1.13671875,28
1.140625,37
1.14453125,44
1.1484375,48
1.15234375,49
1.15625,48
1.16015625,45
1.1640625,41
1.16796875,37
1.171875,31
1.17578125,24
1.1796875,16
1.18359375,7
1.1875,-1
1.19140625,-8
1.1953125,-12
1.19921875,-10
1.203125,-4
1.20703125,6
1.2109375,17
1.21484375,27
1.21875,33
1.22265625,36
1.2265625,35
1.23046875,33
1.234375,30
1.23828125,27
1.2421875,23
1.24609375,16
1.25,8
1.25390625,-2
1.2578125,-12
1.26171875,-21
1.265625,-27
1.26953125,-30
1.2734375,-31
1.27734375,-30
1.28125,-27
1.28515625,-23
1.2890625,-19
1.29296875,-12
1.296875,-4
1.30078125,5
1.3046875,14
1.30859375,21
1.3125,24
1.31640625,25
1.3203125,22
1.32421875,19
1.328125,16
1.33203125,14
1.3359375,12
1.33984375,8
1.34375,2
1.34765625,-7
1.3515625,-17
1.35546875,-26
1.359375,-31
1.36328125,-31
1.3671875,-27
1.37109375,-21
1.375,-15
1.37890625,-8
1.3828125,-1
1.38671875,7
1.390625,18
1.39453125,30
1.3984375,43
1.40234375,55
1.40625,65
1.41015625,71
1.4140625,73
1.41796875,71
1.421875,65
1.42578125,56
1.4296875,44
1.43359375,29
1.4375,11
1.44140625,-12
1.4453125,-38
1.44921875,-65
1.453125,-90
1.45703125,-107
1.4609375,-113
1.46484375,-106
1.46875,-90
1.47265625,-67
1.4765625,-43
1.48046875,-22
1.484375,-5
1.48828125,6
1.4921875,14
1.49609375,21
1.5,27
1.50390625,34
1.5078125,40
1.51171875,45
1.515625,48
1.51953125,45
1.5234375,36
1.52734375,23
1.53125,6
1.53515625,-12
1.5390625,-30
1.54296875,-46
1.546875,-59
1.55078125,-68
1.5546875,-75
1.55859375,-78
1.5625,-77
1.56640625,-74
1.5703125,-69
1.57421875,-63
1.578125,-56
1.58203125,-49
1.5859375,-42
1.58984375,-34
1.59375,-25
1.59765625,-14
1.6015625,-3
1.60546875,7
1.609375,18
1.61328125,28
1.6171875,38
1.62109375,46
1.625,49
1.62890625,48
1.6328125,41
1.63671875,30
1.640625,15
1.64453125,-1
1.6484375,-16
1.65234375,-31
1.65625,-44
1.66015625,-55
1.6640625,-62
1.66796875,-67
1.671875,-69
1.67578125,-69
1.6796875,-66
1.68359375,-59
1.6875,-48
1.69140625,-33
1.6953125,-14
1.69921875,5
1.703125,22
1.70703125,33
1.7109375,38
1.71484375,39
1.71875,36
1.72265625,35
1.7265625,35
1.73046875,37
1.734375,39
1.73828125,38
1.7421875,34
1.74609375,26
1.75,15
1.75390625,4
1.7578125,-5
1.76171875,-12
1.765625,-19
1.76953125,-24
1.7734375,-30
1.77734375,-36
1.78125,-42
1.78515625,-47
1.7890625,-50
1.79296875,-50
1.796875,-48
1.80078125,-45
1.8046875,-42
1.80859375,-38
1.8125,-32
1.81640625,-24
1.8203125,-13
1.82421875,-1
1.828125,11
1.83203125,20
1.8359375,27
1.83984375,31
1.84375,32
1.84765625,30
1.8515625,25
1.85546875,17
1.859375,7
1.86328125,-3
1.8671875,-13
1.87109375,-22
1.875,-30
1.87890625,-37
1.8828125,-42
1.88671875,-44
1.890625,-45
1.89453125,-45
1.8984375,-43
1.90234375,-40
1.90625,-35
1.91015625,-26
1.9140625,-16
1.91796875,-7
1.921875,1
1.92578125,5
1.9296875,8
1.93359375,10
1.9375,11
1.94140625,12
1.9453125,11
1.94921875,8
1.953125,5
1.95703125,3
1.9609375,2
1.96484375,2
1.96875,2
1.97265625,-1
1.9765625,-6
1.98046875,-16
1.984375,-27
1.98828125,-40
1.9921875,-50
1.99609375,-55
2.0,-56
2.00390625,-50
2.0078125,-42
2.01171875,-32
2.015625,-24
2.01953125,-17
2.0234375,-10
2.02734375,-3
2.03125,5
2.03515625,15
2.0390625,25
2.04296875,35
2.046875,43
2.05078125,47
2.0546875,46
2.05859375,41
2.0625,32
2.06640625,20
2.0703125,9
2.07421875,-2
2.078125,-11
2.08203125,-19
2.0859375,-24
2.08984375,-28
2.09375,-29
2.09765625,-28
2.1015625,-26
2.10546875,-22
2.109375,-18
2.11328125,-15
2.1171875,-12
2.12109375,-11
2.125,-10
2.12890625,-9
2.1328125,-8
2.13671875,-5
2.140625,-2
2.14453125,1
2.1484375,2
2.15234375,0
2.15625,-6
2.16015625,-14
2.1640625,-24
2.16796875,-34
2.171875,-42
2.17578125,-49
2.1796875,-54
2.18359375,-60
2.1875,-65
2.19140625,-70
2.1953125,-72
2.19921875,-72
2.203125,-69
2.20703125,-63
2.2109375,-54
2.21484375,-44
2.21875,-32
2.22265625,-19
2.2265625,-5
2.23046875,9
2.234375,25
2.23828125,41
2.2421875,56
2.24609375,67
2.25,71
2.25390625,67
2.2578125,57
2.26171875,44
2.265625,29
2.26953125,16
2.2734375,4
2.27734375,-7
2.28125,-18
2.28515625,-26
2.2890625,-29
2.29296875,-27
2.296875,-20
2.30078125,-10
2.3046875,2
2.30859375,14
2.3125,23
2.31640625,29
2.3203125,33
2.32421875,35
2.328125,34
2.33203125,32
2.3359375,31
2.33984375,30
2.34375,29
2.34765625,28
2.3515625,26
2.35546875,22
2.359375,16
2.36328125,8
2.3671875,2
2.37109375,-2
2.375,-3
2.37890625,-2
2.3828125,-2
2.38671875,-4
2.390625,-7
2.39453125,-10
2.3984375,-12
2.40234375,-8
2.40625,0
2.41015625,9
2.4140625,18
2.41796875,22
2.421875,21
2.42578125,14
2.4296875,6
2.43359375,-1
2.4375,-5
2.44140625,-5
2.4453125,-1
2.44921875,5
2.453125,12
2.45703125,19
2.4609375,23
2.46484375,24
2.46875,22
2.47265625,15
2.4765625,5
2.48046875,-6
2.484375,-15
2.48828125,-21
2.4921875,-23
2.49609375,-24
2.5,-26
2.50390625,-29
2.5078125,-35
2.51171875,-43
2.515625,-52
2.51953125,-62
2.5234375,-69
2.52734375,-70
2.53125,-62
2.53515625,-45
2.5390625,-21
2.54296875,7
2.546875,33
2.55078125,51
2.5546875,58
2.55859375,56
2.5625,49
2.56640625,39
2.5703125,30
2.57421875,22
2.578125,16
2.58203125,10
2.5859375,4
2.58984375,-1
2.59375,-4
2.59765625,-3
2.6015625,0
2.60546875,5
2.609375,10
2.61328125,14
2.6171875,18
2.62109375,21
2.625,26
2.62890625,32
2.6328125,39
2.63671875,48
2.640625,54
2.64453125,57
2.6484375,55
2.65234375,47
2.65625,34
2.66015625,21
2.6640625,10
2.66796875,0
2.671875,-8
2.67578125,-17
2.6796875,-27
2.68359375,-40
2.6875,-53
2.69140625,-64
2.6953125,-72
2.69921875,-76
2.703125,-75
2.70703125,-70
2.7109375,-59
2.71484375,-43
2.71875,-24
2.72265625,-6
2.7265625,10
2.73046875,22
2.734375,29
2.73828125,33
2.7421875,35
2.74609375,35
