Time,OZ
0.0,13
0.00390625,11
0.0078125,10
0.01171875,9
0.015625,9
0.01953125,8
0.0234375,8
0.02734375,8
0.03125,8
0.03515625,8
0.0390625,7
0.04296875,7
0.046875,8
0.05078125,10
0.0546875,9
0.05859375,4
0.0625,-8
0.06640625,-22
0.0703125,-35
0.07421875,-42
0.078125,-43
0.08203125,-37
0.0859375,-25
0.08984375,-10
0.09375,3
0.09765625,9
0.1015625,9
0.10546875,4
0.109375,-2
0.11328125,-5
0.1171875,-4
0.12109375,-3
0.125,-6
0.12890625,-14
0.1328125,-24
0.13671875,-32
0.140625,-33
0.14453125,-26
0.1484375,-15
0.15234375,-5
0.15625,0
0.16015625,2
0.1640625,1
0.16796875,2
0.171875,5
0.17578125,13
0.1796875,24
0.18359375,34
0.1875,41
0.19140625,45
0.1953125,45
0.19921875,43
0.203125,39
0.20703125,35
0.2109375,31
0.21484375,26
0.21875,20
0.22265625,14
0.2265625,10
0.23046875,9
0.234375,12
0.23828125,18
0.2421875,26
0.24609375,33
0.25,37
0.25390625,36
0.2578125,30
0.26171875,24
0.265625,20
0.26953125,20
0.2734375,21
0.27734375,24
0.28125,27
0.28515625,25
0.2890625,19
0.29296875,13
0.296875,8
0.30078125,5
0.3046875,2
0.30859375,1
0.3125,2
0.31640625,3
0.3203125,1
0.32421875,-3
0.328125,-8
0.33203125,-14
0.3359375,-17
0.33984375,-14
0.34375,-3
0.34765625,11
0.3515625,23
0.35546875,34
0.359375,43
0.36328125,55
0.3671875,71
0.37109375,89
0.375,105
0.37890625,113
0.3828125,109
0.38671875,94
0.390625,72
0.39453125,49
0.3984375,31
0.40234375,19
0.40625,10
0.41015625,5
0.4140625,4
0.41796875,1
0.421875,-5
0.42578125,-11
0.4296875,-15
0.43359375,-17
0.4375,-15
0.44140625,-8
0.4453125,2
0.44921875,10
0.453125,13
0.45703125,13
0.4609375,10
0.46484375,5
0.46875,1
0.47265625,-3
0.4765625,-6
0.48046875,-9
0.484375,-13
0.48828125,-15
0.4921875,-17
0.49609375,-17
0.5,-16
0.50390625,-13
0.5078125,-10
0.51171875,-7
0.515625,-7
0.51953125,-10
0.5234375,-15
0.52734375,-20
0.53125,-25
0.53515625,-27
0.5390625,-24
0.54296875,-15
0.546875,-3
0.55078125,9
0.5546875,17
0.55859375,19
0.5625,14
0.56640625,6
0.5703125,3
0.57421875,5
0.578125,7
0.58203125,6
0.5859375,-3
0.58984375,-19
0.59375,-41
0.59765625,-62
0.6015625,-73
0.60546875,-75
0.609375,-72
0.61328125,-66
0.6171875,-59
0.62109375,-48
0.625,-35
0.62890625,-20
0.6328125,-4
0.63671875,8
0.640625,16
0.64453125,19
0.6484375,19
0.65234375,16
0.65625,10
0.66015625,0
0.6640625,-12
0.66796875,-26
0.671875,-41
0.67578125,-54
0.6796875,-62
0.68359375,-65
0.6875,-62
0.69140625,-53
0.6953125,-36
0.69921875,-15
0.703125,6
0.70703125,22
0.7109375,32
0.71484375,37
0.71875,37
0.72265625,32
0.7265625,23
0.73046875,10
0.734375,-7
0.73828125,-27
0.7421875,-47
0.74609375,-62
0.75,-71
0.75390625,-75
0.7578125,-75
0.76171875,-73
0.765625,-70
0.76953125,-66
0.7734375,-61
0.77734375,-54
0.78125,-46
0.78515625,-36
0.7890625,-27
0.79296875,-19
0.796875,-11
0.80078125,-3
0.8046875,7
0.80859375,19
0.8125,31
0.81640625,39
0.8203125,44
0.82421875,43
0.828125,40
0.83203125,35
0.8359375,32
0.83984375,30
0.84375,28
0.84765625,23
0.8515625,18
0.85546875,11
0.859375,3
0.86328125,-5
0.8671875,-11
0.87109375,-14
0.875,-12
0.87890625,-6
0.8828125,5
0.88671875,18
0.890625,27
0.89453125,29
0.8984375,25
0.90234375,19
0.90625,15
0.91015625,16
0.9140625,20
0.91796875,22
0.921875,17
0.92578125,3
0.9296875,-17
0.93359375,-34
0.9375,-44
0.94140625,-46
0.9453125,-41
0.94921875,-32
0.953125,-22
0.95703125,-12
0.9609375,-4
0.96484375,3
0.96875,8
0.97265625,13
0.9765625,16
0.98046875,19
0.984375,19
0.98828125,16
