Time,OZ
0.0,66
0.00390625,57
0.0078125,38
0.01171875,17
0.015625,5
0.01953125,3
0.0234375,4
0.02734375,1
0.03125,-8
0.03515625,-23
0.0390625,-38
0.04296875,-50
0.046875,-50
0.05078125,-38
0.0546875,-23
0.05859375,-10
0.0625,3
0.06640625,19
0.0703125,35
0.07421875,48
0.078125,56
0.08203125,58
0.0859375,52
0.08984375,40
0.09375,23
0.09765625,3
0.1015625,-19
0.10546875,-41
0.109375,-59
0.11328125,-71
0.1171875,-75
0.12109375,-68
0.125,-52
0.12890625,-32
0.1328125,-10
0.13671875,10
0.140625,25
0.14453125,30
0.1484375,29
0.15234375,28
0.15625,30
0.16015625,34
0.1640625,38
0.16796875,41
0.171875,38
0.17578125,27
0.1796875,13
0.18359375,2
0.1875,-4
0.19140625,-6
0.1953125,-6
0.19921875,-5
0.203125,-6
0.20703125,-14
0.2109375,-27
0.21484375,-43
0.21875,-58
0.22265625,-70
0.2265625,-74
0.23046875,-64
0.234375,-43
0.23828125,-22
0.2421875,-6
0.24609375,2
0.25,0
0.25390625,-12
0.2578125,-28
0.26171875,-39
0.265625,-43
0.26953125,-40
0.2734375,-33
0.27734375,-26
0.28125,-25
0.28515625,-33
0.2890625,-44
0.29296875,-53
0.296875,-51
0.30078125,-43
0.3046875,-33
0.30859375,-26
0.3125,-23
0.31640625,-22
0.3203125,-16
0.32421875,-3
0.328125,18
0.33203125,35
0.3359375,42
0.33984375,39
0.34375,31
0.34765625,22
0.3515625,16
0.35546875,17
0.359375,19
0.36328125,17
0.3671875,7
0.37109375,-10
0.375,-32
0.37890625,-53
0.3828125,-70
0.38671875,-77
0.390625,-75
0.39453125,-65
0.3984375,-49
0.40234375,-31
0.40625,-15
0.41015625,-2
0.4140625,8
0.41796875,16
0.421875,25
0.42578125,35
0.4296875,47
0.43359375,57
0.4375,60
0.44140625,53
0.4453125,39
0.44921875,22
0.453125,5
0.45703125,-8
0.4609375,-9
0.46484375,0
0.46875,8
0.47265625,10
0.4765625,5
0.48046875,-6
0.484375,-20
0.48828125,-33
0.4921875,-41
0.49609375,-43
0.5,-41
0.50390625,-39
0.5078125,-33
0.51171875,-19
0.515625,2
0.51953125,24
0.5234375,41
0.52734375,53
0.53125,58
0.53515625,51
0.5390625,37
0.54296875,17
0.546875,-7
0.55078125,-34
0.5546875,-59
0.55859375,-75
0.5625,-78
0.56640625,-75
0.5703125,-70
0.57421875,-66
0.578125,-62
0.58203125,-56
0.5859375,-48
0.58984375,-37
0.59375,-25
0.59765625,-16
0.6015625,-12
0.60546875,-7
0.609375,5
0.61328125,26
0.6171875,47
0.62109375,59
0.625,58
0.62890625,47
0.6328125,30
0.63671875,14
0.640625,8
0.64453125,7
0.6484375,2
0.65234375,-14
0.65625,-40
0.66015625,-66
0.6640625,-86
0.66796875,-92
0.671875,-84
0.67578125,-66
0.6796875,-49
0.68359375,-38
0.6875,-32
0.69140625,-27
0.6953125,-20
0.69921875,-12
0.703125,-3
0.70703125,5
0.7109375,10
0.71484375,13
0.71875,13
0.72265625,13
0.7265625,11
0.73046875,9
0.734375,5
0.73828125,4
0.7421875,7
0.74609375,13
0.75,17
0.75390625,18
0.7578125,17
0.76171875,18
0.765625,23
0.76953125,33
0.7734375,41
0.77734375,41
0.78125,32
0.78515625,15
0.7890625,-3
0.79296875,-15
0.796875,-19
0.80078125,-19
0.8046875,-21
0.80859375,-26
0.8125,-32
0.81640625,-35
0.8203125,-31
0.82421875,-23
0.828125,-14
0.83203125,-12
0.8359375,-16
0.83984375,-21
0.84375,-25
0.84765625,-24
0.8515625,-20
0.85546875,-16
0.859375,-18
0.86328125,-24
0.8671875,-27
0.87109375,-24
0.875,-12
0.87890625,5
0.8828125,19
0.88671875,25
0.890625,26
0.89453125,24
0.8984375,18
0.90234375,9
0.90625,-2
0.91015625,-17
0.9140625,-37
0.91796875,-56
0.921875,-66
0.92578125,-67
0.9296875,-63
0.93359375,-53
0.9375,-36
0.94140625,-14
0.9453125,10
0.94921875,33
0.953125,53
0.95703125,60
0.9609375,47
0.96484375,17
0.96875,-20
0.97265625,-53
0.9765625,-73
0.98046875,-76
0.984375,-66
0.98828125,-54
0.9921875,-48
0.99609375,-52
1.0,-59
1.00390625,-64
1.0078125,-62
1.01171875,-52
1.015625,-37
1.01953125,-19
1.0234375,1
1.02734375,18
1.03125,29
1.03515625,35
1.0390625,38
1.04296875,39
1.046875,40
1.05078125,44
1.0546875,52
1.05859375,58
1.0625,57
1.06640625,57
1.0703125,59
1.07421875,59
1.078125,47
1.08203125,24
1.0859375,-6
1.08984375,-36
1.09375,-57
1.09765625,-63
1.1015625,-55
1.10546875,-44
1.109375,-37
1.11328125,-32
1.1171875,-25
1.12109375,-13
1.125,4
1.12890625,19
1.1328125,29
1.13671875,32
1.140625,34
1.14453125,39
1.1484375,46
1.15234375,55
1.15625,59
1.16015625,56
1.1640625,46
1.16796875,37
1.171875,29
1.17578125,19
1.1796875,6
1.18359375,-4
1.1875,-13
1.19140625,-18
1.1953125,-16
1.19921875,-5
1.203125,8
1.20703125,20
1.2109375,29
1.21484375,40
1.21875,49
1.22265625,50
1.2265625,46
1.23046875,40
1.234375,40
1.23828125,47
1.2421875,60
1.24609375,71
1.25,70
1.25390625,47
1.2578125,7
1.26171875,-35
1.265625,-63
1.26953125,-71
1.2734375,-59
1.27734375,-34
1.28125,-6
1.28515625,16
1.2890625,29
1.29296875,33
1.296875,28
1.30078125,18
1.3046875,10
1.30859375,8
1.3125,11
1.31640625,19
1.3203125,32
1.32421875,46
1.328125,54
1.33203125,58
1.3359375,56
1.33984375,47
1.34375,31
1.34765625,14
1.3515625,2
1.35546875,-2
1.359375,-3
1.36328125,-4
1.3671875,-4
1.37109375,-2
1.375,1
1.37890625,7
1.3828125,21
1.38671875,40
1.390625,54
1.39453125,58
1.3984375,56
1.40234375,52
1.40625,41
1.41015625,25
1.4140625,10
1.41796875,0
1.421875,-8
1.42578125,-17
1.4296875,-26
1.43359375,-34
1.4375,-43
1.44140625,-53
1.4453125,-61
1.44921875,-60
1.453125,-51
1.45703125,-43
1.4609375,-40
1.46484375,-36
1.46875,-29
1.47265625,-18
1.4765625,-3
1.48046875,20
1.484375,44
1.48828125,64
1.4921875,77
1.49609375,84
1.5,85
1.50390625,82
1.5078125,73
1.51171875,60
1.515625,42
1.51953125,24
1.5234375,11
1.52734375,2
1.53125,-6
1.53515625,-15
1.5390625,-21
1.54296875,-23
1.546875,-23
1.55078125,-16
1.5546875,-2
1.55859375,11
1.5625,17
1.56640625,17
1.5703125,13
1.57421875,5
1.578125,-4
1.58203125,-4
1.5859375,3
1.58984375,12
1.59375,17
1.59765625,18
1.6015625,12
1.60546875,-1
1.609375,-14
1.61328125,-19
1.6171875,-17
1.62109375,-13
1.625,-12
1.62890625,-17
1.6328125,-27
1.63671875,-40
1.640625,-47
1.64453125,-43
1.6484375,-29
1.65234375,-12
1.65625,5
1.66015625,19
1.6640625,25
1.66796875,26
1.671875,28
1.67578125,30
1.6796875,26
1.68359375,14
1.6875,-4
1.69140625,-23
1.6953125,-38
1.69921875,-43
1.703125,-42
1.70703125,-46
1.7109375,-59
1.71484375,-78
1.71875,-96
1.72265625,-104
1.7265625,-96
1.73046875,-72
1.734375,-47
1.73828125,-33
1.7421875,-34
1.74609375,-42
1.75,-50
1.75390625,-52
1.7578125,-43
1.76171875,-25
1.765625,-8
1.76953125,-1
1.7734375,-5
1.77734375,-17
1.78125,-31
1.78515625,-44
1.7890625,-53
1.79296875,-56
1.796875,-53
1.80078125,-47
1.8046875,-40
1.80859375,-32
1.8125,-24
1.81640625,-15
1.8203125,-9
1.82421875,-4
1.828125,1
1.83203125,6
1.8359375,9
1.83984375,8
1.84375,8
1.84765625,9
1.8515625,10
1.85546875,6
1.859375,0
1.86328125,-9
1.8671875,-23
1.87109375,-39
1.875,-52
1.87890625,-60
1.8828125,-67
1.88671875,-70
1.890625,-67
1.89453125,-55
1.8984375,-35
1.90234375,-12
1.90625,10
1.91015625,23
1.9140625,25
1.91796875,20
1.921875,17
1.92578125,19
1.9296875,23
1.93359375,28
1.9375,32
1.94140625,38
1.9453125,45
1.94921875,49
1.953125,51
1.95703125,50
1.9609375,41
1.96484375,25
1.96875,6
1.97265625,-7
1.9765625,-12
1.98046875,-16
1.984375,-23
1.98828125,-28
1.9921875,-33
1.99609375,-41
2.0,-48
2.00390625,-46
2.0078125,-37
2.01171875,-26
2.015625,-18
2.01953125,-12
2.0234375,-11
2.02734375,-12
2.03125,-14
2.03515625,-15
2.0390625,-17
2.04296875,-17
2.046875,-18
2.05078125,-20
2.0546875,-22
2.05859375,-27
2.0625,-36
2.06640625,-45
2.0703125,-48
2.07421875,-42
2.078125,-26
2.08203125,-4
2.0859375,15
2.08984375,24
2.09375,20
2.09765625,11
2.1015625,4
2.10546875,8
2.109375,19
2.11328125,32
2.1171875,37
2.12109375,33
2.125,20
2.12890625,3
2.1328125,-10
2.13671875,-15
2.140625,-15
2.14453125,-17
2.1484375,-24
2.15234375,-35
2.15625,-48
2.16015625,-59
2.1640625,-65
