Time,OZ
0.0,47
0.00390625,32
0.0078125,7
0.01171875,-19
0.015625,-41
0.01953125,-54
0.0234375,-58
0.02734375,-56
0.03125,-54
0.03515625,-53
0.0390625,-55
0.04296875,-57
0.046875,-58
0.05078125,-53
0.0546875,-42
0.05859375,-30
0.0625,-20
0.06640625,-18
0.0703125,-22
0.07421875,-30
0.078125,-38
0.08203125,-44
0.0859375,-44
0.08984375,-36
0.09375,-24
0.09765625,-15
0.1015625,-8
0.10546875,-3
0.109375,-2
0.11328125,-10
0.1171875,-23
0.12109375,-30
0.125,-25
0.12890625,-14
0.1328125,-8
0.13671875,-11
0.140625,-21
0.14453125,-38
0.1484375,-58
0.15234375,-71
0.15625,-65
0.16015625,-41
0.1640625,-14
0.16796875,7
0.171875,23
0.17578125,37
0.1796875,42
0.18359375,36
0.1875,24
0.19140625,13
0.1953125,4
0.19921875,-6
0.203125,-12
0.20703125,-13
0.2109375,-11
0.21484375,-11
0.21875,-14
0.22265625,-17
0.2265625,-18
0.23046875,-17
0.234375,-12
0.23828125,-4
0.2421875,6
0.24609375,16
0.25,24
0.25390625,29
0.2578125,28
0.26171875,19
0.265625,-1
0.26953125,-23
0.2734375,-38
0.27734375,-40
0.28125,-29
0.28515625,-5
0.2890625,21
0.29296875,35
0.296875,31
0.30078125,11
0.3046875,-18
0.30859375,-47
0.3125,-70
0.31640625,-88
0.3203125,-97
0.32421875,-95
0.328125,-81
0.33203125,-63
0.3359375,-44
0.33984375,-23
0.34375,-1
0.34765625,16
0.3515625,25
0.35546875,27
0.359375,25
0.36328125,18
0.3671875,9
0.37109375,7
0.375,19
0.37890625,44
0.3828125,75
0.38671875,107
0.390625,131
0.39453125,139
0.3984375,123
0.40234375,90
0.40625,50
0.41015625,14
0.4140625,-4
0.41796875,2
0.421875,27
0.42578125,50
0.4296875,61
0.43359375,59
0.4375,46
0.44140625,31
0.4453125,22
0.44921875,22
0.453125,25
0.45703125,25
0.4609375,20
0.46484375,15
0.46875,15
0.47265625,25
0.4765625,40
0.48046875,54
0.484375,60
0.48828125,58
0.4921875,44
0.49609375,16
0.5,-18
0.50390625,-47
0.5078125,-61
0.51171875,-55
0.515625,-36
0.51953125,-12
0.5234375,5
0.52734375,11
0.53125,7
0.53515625,4
0.5390625,9
0.54296875,22
0.546875,34
0.55078125,38
0.5546875,34
0.55859375,28
0.5625,27
0.56640625,30
0.5703125,37
0.57421875,45
0.578125,51
0.58203125,51
0.5859375,48
0.58984375,45
0.59375,41
0.59765625,32
0.6015625,20
0.60546875,9
0.609375,-1
0.61328125,-8
0.6171875,-12
0.62109375,-9
0.625,-1
0.62890625,10
0.6328125,21
0.63671875,29
0.640625,33
0.64453125,32
0.6484375,29
0.65234375,28
0.65625,28
0.66015625,29
0.6640625,29
0.66796875,28
0.671875,23
0.67578125,16
0.6796875,9
0.68359375,3
0.6875,-1
0.69140625,-2
0.6953125,0
0.69921875,4
0.703125,9
0.70703125,16
0.7109375,24
0.71484375,32
0.71875,38
0.72265625,40
0.7265625,36
0.73046875,29
0.734375,26
0.73828125,24
0.7421875,20
0.74609375,14
0.75,7
0.75390625,-1
0.7578125,-10
0.76171875,-12
0.765625,-6
0.76953125,2
0.7734375,6
0.77734375,1
0.78125,-9
0.78515625,-20
0.7890625,-28
0.79296875,-32
0.796875,-30
0.80078125,-25
0.8046875,-21
0.80859375,-21
0.8125,-28
0.81640625,-40
0.8203125,-52
0.82421875,-57
0.828125,-55
0.83203125,-46
0.8359375,-30
0.83984375,-16
0.84375,-9
0.84765625,-10
0.8515625,-15
0.85546875,-22
0.859375,-28
0.86328125,-32
0.8671875,-33
0.87109375,-33
0.875,-30
0.87890625,-23
0.8828125,-14
0.88671875,-10
0.890625,-10
0.89453125,-12
0.8984375,-13
0.90234375,-12
0.90625,-6
0.91015625,7
0.9140625,24
0.91796875,38
0.921875,44
0.92578125,40
0.9296875,29
0.93359375,15
0.9375,1
0.94140625,-13
0.9453125,-25
0.94921875,-31
0.953125,-32
0.95703125,-30
0.9609375,-27
0.96484375,-25
0.96875,-26
0.97265625,-28
0.9765625,-24
0.98046875,-12
0.984375,9
0.98828125,38
0.9921875,67
0.99609375,87
1.0,96
1.00390625,97
1.0078125,92
1.01171875,84
1.015625,75
1.01953125,64
1.0234375,45
1.02734375,21
1.03125,-4
1.03515625,-25
1.0390625,-43
1.04296875,-58
1.046875,-67
1.05078125,-68
1.0546875,-62
1.05859375,-49
1.0625,-27
1.06640625,0
1.0703125,21
1.07421875,27
1.078125,25
