Time,OZ
0.0,-4
0.00390625,-3
0.0078125,-6
0.01171875,-10
0.015625,-15
0.01953125,-17
0.0234375,-16
0.02734375,-11
0.03125,-4
0.03515625,3
0.0390625,10
0.04296875,16
0.046875,19
0.05078125,20
0.0546875,19
0.05859375,15
0.0625,11
0.06640625,4
0.0703125,-3
0.07421875,-12
0.078125,-21
0.08203125,-28
0.0859375,-34
0.08984375,-37
0.09375,-37
0.09765625,-32
0.1015625,-25
0.10546875,-17
0.109375,-9
0.11328125,-3
0.1171875,1
0.12109375,0
0.125,-2
0.12890625,-4
0.1328125,-4
0.13671875,0
0.140625,7
0.14453125,14
0.1484375,19
0.15234375,19
0.15625,16
0.16015625,9
0.1640625,1
0.16796875,-6
0.171875,-11
0.17578125,-13
0.1796875,-14
0.18359375,-14
0.1875,-12
0.19140625,-10
0.1953125,-8
0.19921875,-5
0.203125,-2
0.20703125,-1
0.2109375,-2
0.21484375,-5
0.21875,-10
0.22265625,-14
0.2265625,-14
0.23046875,-9
0.234375,-1
0.23828125,7
0.2421875,12
0.24609375,13
0.25,12
0.25390625,12
0.2578125,14
0.26171875,16
0.265625,17
0.26953125,16
0.2734375,12
0.27734375,7
0.28125,4
0.28515625,4
0.2890625,5
0.29296875,9
0.296875,12
0.30078125,15
0.3046875,17
0.30859375,18
0.3125,18
0.31640625,17
0.3203125,16
0.32421875,13
0.328125,9
0.33203125,2
0.3359375,-8
0.33984375,-21
0.34375,-34
0.34765625,-46
0.3515625,-55
0.35546875,-60
0.359375,-59
0.36328125,-55
0.3671875,-47
0.37109375,-39
0.375,-31
0.37890625,-26
0.3828125,-23
0.38671875,-21
0.390625,-19
0.39453125,-16
0.3984375,-12
0.40234375,-8
0.40625,-8
0.41015625,-10
0.4140625,-13
0.41796875,-14
0.421875,-14
0.42578125,-11
0.4296875,-7
0.43359375,-3
0.4375,2
0.44140625,7
0.4453125,11
0.44921875,14
0.453125,16
0.45703125,16
0.4609375,14
0.46484375,11
0.46875,9
0.47265625,9
0.4765625,10
0.48046875,11
0.484375,14
0.48828125,17
0.4921875,20
0.49609375,20
0.5,18
0.50390625,14
0.5078125,11
0.51171875,10
0.515625,11
0.51953125,14
0.5234375,16
0.52734375,17
0.53125,15
