Time,OZ
0.0,59
0.00390625,66
0.0078125,61
0.01171875,50
0.015625,42
0.01953125,46
0.0234375,66
0.02734375,91
0.03125,106
0.03515625,102
0.0390625,78
0.04296875,42
0.046875,2
0.05078125,-32
0.0546875,-53
0.05859375,-55
0.0625,-44
0.06640625,-25
0.0703125,-3
0.07421875,20
0.078125,34
0.08203125,37
0.0859375,32
0.08984375,26
0.09375,20
0.09765625,17
0.1015625,21
0.10546875,28
0.109375,30
0.11328125,24
0.1171875,16
0.12109375,8
0.125,2
0.12890625,-1
0.1328125,2
0.13671875,9
0.140625,12
0.14453125,9
0.1484375,4
0.15234375,1
0.15625,0
0.16015625,0
0.1640625,1
0.16796875,5
0.171875,9
0.17578125,12
0.1796875,11
0.18359375,10
0.1875,10
0.19140625,12
0.1953125,18
0.19921875,23
0.203125,27
0.20703125,26
0.2109375,18
0.21484375,1
0.21875,-23
0.22265625,-48
0.2265625,-69
0.23046875,-88
0.234375,-103
0.23828125,-112
0.2421875,-110
0.24609375,-99
0.25,-86
0.25390625,-72
0.2578125,-54
0.26171875,-33
0.265625,-12
0.26953125,11
0.2734375,38
0.27734375,64
0.28125,79
0.28515625,81
0.2890625,75
0.29296875,65
0.296875,57
0.30078125,50
0.3046875,46
0.30859375,41
0.3125,34
0.31640625,25
0.3203125,16
0.32421875,13
0.328125,15
0.33203125,16
0.3359375,9
0.33984375,-6
0.34375,-26
0.34765625,-43
0.3515625,-50
0.35546875,-45
0.359375,-32
0.36328125,-16
0.3671875,-1
0.37109375,11
0.375,18
0.37890625,23
0.3828125,23
0.38671875,15
0.390625,-1
0.39453125,-19
0.3984375,-33
0.40234375,-40
0.40625,-40
0.41015625,-36
0.4140625,-32
0.41796875,-32
0.421875,-33
0.42578125,-31
0.4296875,-24
0.43359375,-13
0.4375,-3
0.44140625,5
0.4453125,9
0.44921875,13
0.453125,15
0.45703125,17
0.4609375,22
0.46484375,27
0.46875,31
0.47265625,28
0.4765625,18
0.48046875,2
0.484375,-15
0.48828125,-30
0.4921875,-38
0.49609375,-37
0.5,-32
0.50390625,-30
0.5078125,-33
0.51171875,-35
0.515625,-25
0.51953125,-3
0.5234375,21
0.52734375,38
0.53125,42
0.53515625,37
0.5390625,30
0.54296875,27
0.546875,33
0.55078125,45
0.5546875,53
0.55859375,51
0.5625,44
0.56640625,40
0.5703125,40
