Time,OZ
0.0,-14
0.00390625,-30
0.0078125,-43
0.01171875,-48
0.015625,-45
0.01953125,-35
0.0234375,-22
0.02734375,-5
0.03125,11
0.03515625,26
0.0390625,38
0.04296875,49
0.046875,53
0.05078125,47
0.0546875,36
0.05859375,25
0.0625,17
0.06640625,14
0.0703125,15
0.07421875,19
0.078125,24
0.08203125,26
0.0859375,25
0.08984375,23
0.09375,23
0.09765625,26
0.1015625,32
0.10546875,39
0.109375,47
0.11328125,52
0.1171875,53
0.12109375,47
0.125,38
0.12890625,29
0.1328125,24
0.13671875,24
0.140625,27
0.14453125,30
0.1484375,34
0.15234375,37
0.15625,37
0.16015625,36
0.1640625,36
0.16796875,35
0.171875,32
0.17578125,26
0.1796875,15
0.18359375,2
0.1875,-13
0.19140625,-26
0.1953125,-34
0.19921875,-34
0.203125,-28
0.20703125,-16
0.2109375,-1
0.21484375,13
0.21875,25
0.22265625,33
0.2265625,38
0.23046875,40
0.234375,39
0.23828125,37
0.2421875,35
0.24609375,35
0.25,33
0.25390625,30
0.2578125,25
0.26171875,22
0.265625,20
0.26953125,20
0.2734375,23
0.27734375,28
0.28125,31
0.28515625,29
0.2890625,26
0.29296875,25
0.296875,28
0.30078125,37
0.3046875,47
0.30859375,54
0.3125,54
0.31640625,45
0.3203125,31
0.32421875,18
0.328125,8
0.33203125,2
0.3359375,-2
0.33984375,-8
0.34375,-15
0.34765625,-22
0.3515625,-27
0.35546875,-23
0.359375,-13
0.36328125,1
0.3671875,13
0.37109375,24
0.375,32
0.37890625,35
0.3828125,35
0.38671875,35
0.390625,35
0.39453125,32
0.3984375,27
0.40234375,21
0.40625,14
0.41015625,4
0.4140625,-5
0.41796875,-11
0.421875,-14
0.42578125,-14
0.4296875,-8
0.43359375,1
0.4375,10
0.44140625,17
0.4453125,19
0.44921875,18
0.453125,13
0.45703125,9
0.4609375,7
0.46484375,9
0.46875,13
0.47265625,15
0.4765625,12
0.48046875,7
0.484375,3
0.48828125,1
0.4921875,1
0.49609375,3
0.5,5
0.50390625,4
0.5078125,-3
0.51171875,-13
0.515625,-25
0.51953125,-36
0.5234375,-47
0.52734375,-54
0.53125,-54
0.53515625,-49
0.5390625,-41
0.54296875,-34
0.546875,-26
0.55078125,-20
0.5546875,-16
0.55859375,-13
0.5625,-11
0.56640625,-6
0.5703125,-3
0.57421875,-2
0.578125,-4
0.58203125,-8
0.5859375,-15
0.58984375,-25
0.59375,-35
0.59765625,-41
0.6015625,-43
0.60546875,-43
0.609375,-38
0.61328125,-28
0.6171875,-17
0.62109375,-9
0.625,-6
0.62890625,-9
0.6328125,-16
0.63671875,-24
0.640625,-30
0.64453125,-33
0.6484375,-35
0.65234375,-42
0.65625,-54
0.66015625,-68
0.6640625,-80
0.66796875,-87
0.671875,-86
0.67578125,-79
0.6796875,-69
0.68359375,-58
0.6875,-48
0.69140625,-40
0.6953125,-33
0.69921875,-29
0.703125,-26
0.70703125,-24
0.7109375,-20
0.71484375,-18
0.71875,-18
0.72265625,-20
0.7265625,-21
0.73046875,-19
0.734375,-10
0.73828125,4
0.7421875,20
0.74609375,32
0.75,36
0.75390625,33
0.7578125,25
0.76171875,20
0.765625,22
0.76953125,29
0.7734375,40
0.77734375,52
0.78125,58
0.78515625,57
0.7890625,48
0.79296875,35
0.796875,21
0.80078125,11
0.8046875,7
0.80859375,10
0.8125,18
0.81640625,29
0.8203125,41
0.82421875,52
0.828125,59
0.83203125,63
0.8359375,66
0.83984375,66
0.84375,62
0.84765625,57
0.8515625,49
0.85546875,40
0.859375,29
0.86328125,17
0.8671875,6
0.87109375,-5
0.875,-16
0.87890625,-24
0.8828125,-28
0.88671875,-27
0.890625,-25
0.89453125,-23
0.8984375,-23
0.90234375,-23
0.90625,-20
0.91015625,-13
0.9140625,-5
0.91796875,0
0.921875,1
0.92578125,-3
0.9296875,-8
0.93359375,-11
0.9375,-10
0.94140625,-8
0.9453125,-7
0.94921875,-9
0.953125,-14
0.95703125,-17
