Time,F2
0.0,-5
0.00390625,-2
0.0078125,-1
0.01171875,-3
0.015625,-6
0.01953125,-7
0.0234375,-8
0.02734375,-6
0.03125,-5
0.03515625,-4
0.0390625,-6
0.04296875,-10
0.046875,-14
0.05078125,-15
0.0546875,-12
0.05859375,-4
0.0625,7
0.06640625,17
0.0703125,25
0.07421875,28
0.078125,27
0.08203125,24
0.0859375,20
0.08984375,16
0.09375,12
0.09765625,7
0.1015625,1
0.10546875,-5
0.109375,-9
0.11328125,-10
0.1171875,-8
0.12109375,-2
0.125,4
0.12890625,9
0.1328125,9
0.13671875,7
0.140625,1
0.14453125,-6
0.1484375,-11
0.15234375,-12
0.15625,-7
0.16015625,2
0.1640625,15
0.16796875,28
0.171875,39
0.17578125,46
0.1796875,47
0.18359375,43
0.1875,36
0.19140625,26
0.1953125,14
0.19921875,3
0.203125,-8
0.20703125,-16
0.2109375,-21
0.21484375,-25
0.21875,-27
0.22265625,-27
0.2265625,-26
0.23046875,-25
0.234375,-22
0.23828125,-16
0.2421875,-9
0.24609375,-2
0.25,6
0.25390625,13
0.2578125,21
0.26171875,29
0.265625,37
0.26953125,46
0.2734375,53
0.27734375,57
0.28125,59
0.28515625,58
0.2890625,54
0.29296875,47
0.296875,37
0.30078125,25
0.3046875,12
0.30859375,-1
0.3125,-14
0.31640625,-26
0.3203125,-40
0.32421875,-55
0.328125,-73
0.33203125,-87
0.3359375,-94
0.33984375,-91
0.34375,-78
0.34765625,-58
0.3515625,-34
0.35546875,-12
0.359375,7
0.36328125,23
0.3671875,35
0.37109375,46
0.375,54
0.37890625,58
0.3828125,57
0.38671875,52
0.390625,44
0.39453125,35
0.3984375,26
0.40234375,19
0.40625,13
0.41015625,6
0.4140625,0
0.41796875,-7
0.421875,-12
0.42578125,-16
0.4296875,-17
0.43359375,-18
0.4375,-19
0.44140625,-20
0.4453125,-21
0.44921875,-21
0.453125,-20
0.45703125,-17
0.4609375,-11
0.46484375,0
0.46875,13
0.47265625,26
0.4765625,37
0.48046875,41
0.484375,39
0.48828125,31
0.4921875,21
0.49609375,12
0.5,7
0.50390625,4
0.5078125,2
0.51171875,-1
0.515625,-6
0.51953125,-12
0.5234375,-20
0.52734375,-30
0.53125,-42
0.53515625,-53
0.5390625,-64
0.54296875,-71
0.546875,-74
0.55078125,-73
0.5546875,-68
0.55859375,-57
0.5625,-44
0.56640625,-28
0.5703125,-9
0.57421875,11
0.578125,28
0.58203125,41
0.5859375,50
0.58984375,53
0.59375,51
0.59765625,47
0.6015625,42
0.60546875,38
0.609375,36
0.61328125,35
0.6171875,35
0.62109375,35
0.625,32
0.62890625,26
0.6328125,15
0.63671875,4
0.640625,-7
0.64453125,-14
0.6484375,-17
0.65234375,-17
0.65625,-17
0.66015625,-20
0.6640625,-24
0.66796875,-28
0.671875,-31
0.67578125,-32
0.6796875,-32
0.68359375,-31
0.6875,-29
0.69140625,-25
0.6953125,-21
0.69921875,-15
0.703125,-5
0.70703125,7
0.7109375,21
0.71484375,36
0.71875,50
0.72265625,61
0.7265625,67
0.73046875,66
0.734375,57
0.73828125,41
0.7421875,21
0.74609375,-1
0.75,-22
0.75390625,-40
0.7578125,-53
0.76171875,-61
0.765625,-63
0.76953125,-62
0.7734375,-57
0.77734375,-52
0.78125,-47
0.78515625,-46
0.7890625,-47
0.79296875,-49
0.796875,-49
0.80078125,-45
0.8046875,-40
0.80859375,-33
0.8125,-26
0.81640625,-19
0.8203125,-11
0.82421875,-2
0.828125,9
0.83203125,23
0.8359375,36
0.83984375,47
0.84375,54
0.84765625,58
0.8515625,57
0.85546875,52
0.859375,44
0.86328125,34
0.8671875,23
0.87109375,11
0.875,-2
0.87890625,-18
0.8828125,-35
0.88671875,-53
0.890625,-70
0.89453125,-83
0.8984375,-86
0.90234375,-78
0.90625,-58
0.91015625,-32
0.9140625,-4
0.91796875,21
0.921875,38
0.92578125,49
0.9296875,54
0.93359375,56
0.9375,58
0.94140625,58
0.9453125,56
0.94921875,54
0.953125,51
0.95703125,47
0.9609375,42
0.96484375,36
0.96875,29
0.97265625,22
0.9765625,17
0.98046875,13
0.984375,12
0.98828125,13
0.9921875,15
0.99609375,19
1.0,24
1.00390625,30
1.0078125,35
1.01171875,38
1.015625,37
1.01953125,33
1.0234375,26
1.02734375,18
1.03125,8
1.03515625,0
1.0390625,-6
1.04296875,-11
1.046875,-15
1.05078125,-17
1.0546875,-16
1.05859375,-13
1.0625,-9
1.06640625,-5
1.0703125,-1
1.07421875,0
1.078125,-2
1.08203125,-7
1.0859375,-14
1.08984375,-23
1.09375,-33
1.09765625,-40
1.1015625,-43
1.10546875,-39
1.109375,-31
1.11328125,-19
1.1171875,-5
1.12109375,7
1.125,15
1.12890625,18
1.1328125,17
1.13671875,12
1.140625,3
1.14453125,-7
1.1484375,-17
1.15234375,-25
1.15625,-31
1.16015625,-34
1.1640625,-31
1.16796875,-24
1.171875,-14
1.17578125,-2
1.1796875,11
1.18359375,21
1.1875,26
1.19140625,24
1.1953125,17
1.19921875,7
1.203125,-3
1.20703125,-12
1.2109375,-17
1.21484375,-19
1.21875,-15
1.22265625,-9
1.2265625,-2
1.23046875,4
1.234375,10
1.23828125,14
1.2421875,16
1.24609375,17
1.25,18
1.25390625,19
1.2578125,20
1.26171875,22
1.265625,23
1.26953125,24
1.2734375,24
1.27734375,24
1.28125,25
1.28515625,31
1.2890625,39
1.29296875,48
1.296875,53
1.30078125,52
1.3046875,44
1.30859375,34
