Time,P2
0.0,-9
0.00390625,-14
0.0078125,-15
0.01171875,-16
0.015625,-17
0.01953125,-19
0.0234375,-25
0.02734375,-31
0.03125,-29
0.03515625,-18
0.0390625,-6
0.04296875,7
0.046875,23
0.05078125,36
0.0546875,39
0.05859375,36
0.0625,35
0.06640625,37
0.0703125,40
0.07421875,43
0.078125,44
0.08203125,39
0.0859375,25
0.08984375,3
0.09375,-19
0.09765625,-36
0.1015625,-47
0.10546875,-52
0.109375,-49
0.11328125,-37
0.1171875,-20
0.12109375,-1
0.125,17
0.12890625,33
0.1328125,47
0.13671875,60
0.140625,75
0.14453125,91
0.1484375,105
0.15234375,111
0.15625,101
0.16015625,75
0.1640625,43
0.16796875,17
0.171875,2
0.17578125,-2
0.1796875,3
0.18359375,9
0.1875,12
0.19140625,14
0.1953125,18
0.19921875,23
0.203125,23
0.20703125,18
0.2109375,10
0.21484375,6
0.21875,10
0.22265625,25
0.2265625,42
0.23046875,47
0.234375,32
0.23828125,8
0.2421875,-12
0.24609375,-20
0.25,-16
0.25390625,-6
0.2578125,2
0.26171875,5
0.265625,6
0.26953125,4
0.2734375,3
0.27734375,4
0.28125,4
0.28515625,-2
0.2890625,-14
0.29296875,-23
0.296875,-25
0.30078125,-23
0.3046875,-23
0.30859375,-25
0.3125,-26
0.31640625,-21
0.3203125,-12
0.32421875,3
0.328125,26
0.33203125,50
0.3359375,64
0.33984375,59
0.34375,33
0.34765625,-5
0.3515625,-46
0.35546875,-79
0.359375,-99
0.36328125,-100
0.3671875,-83
0.37109375,-57
0.375,-31
0.37890625,-10
0.3828125,2
0.38671875,8
0.390625,10
0.39453125,13
0.3984375,21
0.40234375,32
0.40625,39
0.41015625,37
0.4140625,22
0.41796875,3
0.421875,-10
0.42578125,-14
0.4296875,-6
0.43359375,8
0.4375,25
0.44140625,40
0.4453125,51
0.44921875,58
0.453125,59
0.45703125,59
0.4609375,61
0.46484375,61
0.46875,58
0.47265625,52
0.4765625,49
0.48046875,55
