Time,P2
0.0,-36
0.00390625,-19
0.0078125,-2
0.01171875,15
0.015625,31
0.01953125,46
0.0234375,60
0.02734375,69
0.03125,74
0.03515625,76
0.0390625,76
0.04296875,71
0.046875,67
0.05078125,65
0.0546875,65
0.05859375,62
0.0625,53
0.06640625,40
0.0703125,26
0.07421875,14
0.078125,6
0.08203125,0
0.0859375,-3
0.08984375,-1
0.09375,1
0.09765625,5
0.1015625,13
0.10546875,24
0.109375,34
0.11328125,42
0.1171875,46
0.12109375,46
0.125,48
0.12890625,50
0.1328125,50
0.13671875,50
0.140625,52
0.14453125,52
0.1484375,44
0.15234375,28
0.15625,11
0.16015625,-1
0.1640625,-5
0.16796875,-6
0.171875,-8
0.17578125,-14
0.1796875,-18
0.18359375,-16
0.1875,-4
0.19140625,16
0.1953125,39
0.19921875,53
0.203125,52
0.20703125,39
0.2109375,19
0.21484375,0
0.21875,-13
0.22265625,-17
0.2265625,-16
0.23046875,-16
0.234375,-17
0.23828125,-21
0.2421875,-29
0.24609375,-36
0.25,-30
0.25390625,-13
0.2578125,9
0.26171875,27
0.265625,43
0.26953125,59
0.2734375,76
0.27734375,95
0.28125,113
0.28515625,121
0.2890625,112
0.29296875,85
0.296875,47
0.30078125,11
0.3046875,-13
0.30859375,-21
0.3125,-17
0.31640625,-10
0.3203125,-7
0.32421875,-11
0.328125,-15
0.33203125,-13
0.3359375,-2
0.33984375,17
0.34375,40
0.34765625,57
0.3515625,65
0.35546875,67
0.359375,73
0.36328125,82
0.3671875,89
0.37109375,90
0.375,89
0.37890625,89
0.3828125,90
0.38671875,90
0.390625,88
0.39453125,81
0.3984375,69
0.40234375,51
0.40625,28
0.41015625,7
0.4140625,-8
0.41796875,-19
0.421875,-27
0.42578125,-27
0.4296875,-17
0.43359375,-1
0.4375,16
0.44140625,28
0.4453125,40
0.44921875,55
0.453125,72
0.45703125,85
0.4609375,90
0.46484375,86
0.46875,71
0.47265625,45
0.4765625,20
0.48046875,5
0.484375,3
0.48828125,8
0.4921875,14
0.49609375,20
0.5,21
0.50390625,11
0.5078125,-9
0.51171875,-33
0.515625,-53
0.51953125,-65
0.5234375,-66
0.52734375,-53
0.53125,-33
0.53515625,-11
0.5390625,6
0.54296875,15
0.546875,17
0.55078125,19
0.5546875,24
0.55859375,35
0.5625,49
0.56640625,62
0.5703125,72
0.57421875,72
0.578125,57
0.58203125,36
0.5859375,18
0.58984375,8
0.59375,4
0.59765625,9
0.6015625,22
0.60546875,36
0.609375,44
0.61328125,48
0.6171875,51
0.62109375,52
0.625,54
0.62890625,62
0.6328125,79
0.63671875,96
0.640625,99
0.64453125,86
0.6484375,66
0.65234375,45
0.65625,28
0.66015625,16
0.6640625,8
0.66796875,-2
0.671875,-16
0.67578125,-30
0.6796875,-34
0.68359375,-28
0.6875,-18
0.69140625,-12
0.6953125,-15
0.69921875,-27
0.703125,-41
0.70703125,-47
0.7109375,-39
0.71484375,-23
0.71875,-4
0.72265625,13
0.7265625,26
0.73046875,31
0.734375,32
0.73828125,34
0.7421875,40
0.74609375,43
0.75,41
0.75390625,37
0.7578125,33
0.76171875,29
0.765625,24
0.76953125,15
0.7734375,-1
0.77734375,-23
0.78125,-47
0.78515625,-65
0.7890625,-65
0.79296875,-47
0.796875,-17
0.80078125,16
0.8046875,43
0.80859375,58
0.8125,60
0.81640625,54
0.8203125,48
0.82421875,43
0.828125,39
0.83203125,35
0.8359375,29
0.83984375,20
0.84375,13
0.84765625,12
0.8515625,11
0.85546875,2
0.859375,-16
0.86328125,-36
0.8671875,-50
0.87109375,-52
0.875,-40
