Time,P2
0.0,4
0.00390625,9
0.0078125,18
0.01171875,27
0.015625,35
0.01953125,39
0.0234375,37
0.02734375,31
0.03125,21
0.03515625,11
0.0390625,1
0.04296875,-6
0.046875,-8
0.05078125,-7
0.0546875,-3
0.05859375,0
0.0625,1
0.06640625,-2
0.0703125,-5
0.07421875,-8
0.078125,-10
0.08203125,-10
0.0859375,-9
0.08984375,-9
0.09375,-10
0.09765625,-11
0.1015625,-12
0.10546875,-12
0.109375,-12
0.11328125,-12
0.1171875,-13
0.12109375,-13
0.125,-13
0.12890625,-13
0.1328125,-14
0.13671875,-17
0.140625,-19
0.14453125,-19
0.1484375,-19
0.15234375,-18
0.15625,-17
0.16015625,-19
0.1640625,-24
0.16796875,-30
0.171875,-34
0.17578125,-36
0.1796875,-34
0.18359375,-29
0.1875,-22
0.19140625,-15
0.1953125,-9
0.19921875,-4
0.203125,-2
0.20703125,-2
0.2109375,-5
0.21484375,-11
0.21875,-19
0.22265625,-29
0.2265625,-39
0.23046875,-48
0.234375,-55
0.23828125,-58
0.2421875,-57
0.24609375,-53
0.25,-48
0.25390625,-45
0.2578125,-45
0.26171875,-48
0.265625,-50
0.26953125,-52
0.2734375,-53
0.27734375,-54
0.28125,-57
0.28515625,-59
0.2890625,-59
0.29296875,-53
0.296875,-43
0.30078125,-31
0.3046875,-20
0.30859375,-13
0.3125,-11
0.31640625,-13
0.3203125,-18
0.32421875,-24
0.328125,-32
0.33203125,-39
0.3359375,-43
0.33984375,-42
0.34375,-36
0.34765625,-26
0.3515625,-16
0.35546875,-7
0.359375,-3
0.36328125,-2
0.3671875,0
0.37109375,2
0.375,6
0.37890625,9
0.3828125,12
0.38671875,13
0.390625,14
0.39453125,14
0.3984375,15
0.40234375,16
0.40625,16
0.41015625,17
0.4140625,17
0.41796875,17
0.421875,18
0.42578125,18
0.4296875,17
0.43359375,14
0.4375,11
0.44140625,8
0.4453125,6
0.44921875,3
0.453125,1
0.45703125,-5
0.4609375,-13
0.46484375,-23
0.46875,-31
0.47265625,-36
0.4765625,-38
0.48046875,-36
0.484375,-29
0.48828125,-19
0.4921875,-9
0.49609375,-1
0.5,2
0.50390625,1
0.5078125,-3
0.51171875,-9
0.515625,-14
0.51953125,-17
0.5234375,-18
0.52734375,-19
0.53125,-19
0.53515625,-20
0.5390625,-22
0.54296875,-26
0.546875,-29
0.55078125,-32
0.5546875,-35
0.55859375,-35
0.5625,-32
0.56640625,-28
0.5703125,-22
0.57421875,-14
0.578125,-6
0.58203125,2
0.5859375,7
0.58984375,9
0.59375,9
0.59765625,6
0.6015625,2
0.60546875,-1
0.609375,-1
0.61328125,2
0.6171875,5
0.62109375,6
0.625,4
0.62890625,1
0.6328125,-4
0.63671875,-6
0.640625,-7
0.64453125,-7
0.6484375,-11
0.65234375,-18
0.65625,-29
0.66015625,-40
0.6640625,-50
0.66796875,-55
0.671875,-56
0.67578125,-53
0.6796875,-47
0.68359375,-40
0.6875,-31
0.69140625,-20
0.6953125,-9
0.69921875,1
0.703125,12
0.70703125,22
0.7109375,32
0.71484375,40
0.71875,43
0.72265625,43
0.7265625,38
0.73046875,31
0.734375,23
0.73828125,16
0.7421875,10
0.74609375,2
0.75,-6
0.75390625,-15
0.7578125,-23
0.76171875,-30
0.765625,-37
0.76953125,-43
0.7734375,-47
0.77734375,-47
0.78125,-42
0.78515625,-31
0.7890625,-14
0.79296875,5
0.796875,21
0.80078125,33
0.8046875,39
0.80859375,41
0.8125,39
0.81640625,35
0.8203125,30
0.82421875,26
0.828125,22
0.83203125,22
0.8359375,25
0.83984375,32
0.84375,38
0.84765625,42
0.8515625,41
0.85546875,32
0.859375,15
0.86328125,-5
0.8671875,-26
0.87109375,-40
0.875,-46
0.87890625,-43
0.8828125,-34
0.88671875,-23
0.890625,-13
0.89453125,-9
0.8984375,-9
0.90234375,-13
0.90625,-17
0.91015625,-19
0.9140625,-18
0.91796875,-15
0.921875,-12
0.92578125,-9
0.9296875,-10
0.93359375,-11
0.9375,-13
0.94140625,-11
0.9453125,-6
0.94921875,1
0.953125,9
0.95703125,15
0.9609375,17
