Time,P2
0.0,-478
0.00390625,-495
0.0078125,-517
0.01171875,-534
0.015625,-531
0.01953125,-506
0.0234375,-470
0.02734375,-437
0.03125,-413
0.03515625,-401
0.0390625,-399
0.04296875,-396
0.046875,-382
0.05078125,-362
0.0546875,-346
0.05859375,-340
0.0625,-347
0.06640625,-366
0.0703125,-385
0.07421875,-391
0.078125,-380
0.08203125,-364
0.0859375,-359
0.08984375,-368
0.09375,-381
0.09765625,-390
0.1015625,-392
0.10546875,-388
0.109375,-378
0.11328125,-365
0.1171875,-358
0.12109375,-359
0.125,-357
0.12890625,-342
0.1328125,-320
0.13671875,-300
0.140625,-287
0.14453125,-277
0.1484375,-274
0.15234375,-288
0.15625,-318
0.16015625,-349
0.1640625,-371
0.16796875,-383
0.171875,-389
0.17578125,-388
0.1796875,-386
0.18359375,-387
0.1875,-388
0.19140625,-387
0.1953125,-381
0.19921875,-371
0.203125,-355
0.20703125,-334
0.2109375,-309
0.21484375,-279
0.21875,-249
0.22265625,-227
0.2265625,-215
0.23046875,-208
0.234375,-198
0.23828125,-187
0.2421875,-176
0.24609375,-167
0.25,-160
0.25390625,-153
0.2578125,-144
0.26171875,-129
0.265625,-105
0.26953125,-77
0.2734375,-52
0.27734375,-36
0.28125,-30
0.28515625,-38
0.2890625,-60
0.29296875,-91
0.296875,-117
0.30078125,-126
0.3046875,-117
0.30859375,-97
0.3125,-80
0.31640625,-79
0.3203125,-97
0.32421875,-133
0.328125,-181
0.33203125,-231
0.3359375,-275
0.33984375,-310
0.34375,-333
0.34765625,-344
0.3515625,-343
0.35546875,-336
0.359375,-335
0.36328125,-349
0.3671875,-376
0.37109375,-405
0.375,-425
0.37890625,-429
0.3828125,-413
0.38671875,-378
0.390625,-334
0.39453125,-296
0.3984375,-273
0.40234375,-268
0.40625,-280
0.41015625,-301
0.4140625,-319
0.41796875,-324
0.421875,-315
0.42578125,-299
0.4296875,-286
0.43359375,-281
0.4375,-289
0.44140625,-304
0.4453125,-315
0.44921875,-314
0.453125,-304
0.45703125,-293
0.4609375,-288
0.46484375,-288
0.46875,-289
0.47265625,-288
0.4765625,-278
0.48046875,-256
0.484375,-229
0.48828125,-204
0.4921875,-186
0.49609375,-177
0.5,-179
0.50390625,-189
0.5078125,-206
0.51171875,-224
0.515625,-236
0.51953125,-237
0.5234375,-222
0.52734375,-195
0.53125,-163
0.53515625,-133
0.5390625,-117
0.54296875,-124
0.546875,-152
0.55078125,-181
0.5546875,-192
0.55859375,-179
0.5625,-144
0.56640625,-98
0.5703125,-57
