Time,P2
0.0,7
0.00390625,0
0.0078125,-5
0.01171875,-2
0.015625,11
0.01953125,28
0.0234375,48
0.02734375,69
0.03125,81
0.03515625,78
0.0390625,62
0.04296875,45
0.046875,32
0.05078125,28
0.0546875,34
0.05859375,48
0.0625,65
0.06640625,77
0.0703125,77
0.07421875,66
0.078125,52
0.08203125,44
0.0859375,44
0.08984375,48
0.09375,50
0.09765625,48
0.1015625,41
0.10546875,36
0.109375,36
0.11328125,41
0.1171875,47
0.12109375,50
0.125,48
0.12890625,39
0.1328125,32
0.13671875,32
0.140625,37
0.14453125,41
0.1484375,46
0.15234375,52
0.15625,63
0.16015625,75
0.1640625,85
0.16796875,91
0.171875,88
0.17578125,79
0.1796875,63
0.18359375,46
0.1875,35
0.19140625,34
0.1953125,38
0.19921875,44
0.203125,48
0.20703125,48
0.2109375,42
0.21484375,36
0.21875,32
0.22265625,31
0.2265625,35
0.23046875,44
0.234375,53
0.23828125,55
0.2421875,48
0.24609375,36
0.25,22
0.25390625,11
0.2578125,6
0.26171875,12
0.265625,25
0.26953125,40
0.2734375,53
0.27734375,64
0.28125,70
0.28515625,71
0.2890625,69
0.29296875,64
0.296875,57
0.30078125,52
0.3046875,50
0.30859375,48
0.3125,48
0.31640625,53
0.3203125,59
0.32421875,60
0.328125,53
0.33203125,40
0.3359375,26
0.33984375,12
0.34375,2
0.34765625,-2
0.3515625,-3
0.35546875,-3
0.359375,-8
0.36328125,-14
0.3671875,-19
0.37109375,-21
0.375,-22
0.37890625,-26
0.3828125,-36
0.38671875,-48
0.390625,-56
0.39453125,-59
0.3984375,-57
0.40234375,-46
0.40625,-30
0.41015625,-15
0.4140625,-8
0.41796875,-7
0.421875,-7
0.42578125,-7
0.4296875,-6
0.43359375,-3
0.4375,1
0.44140625,4
0.4453125,2
0.44921875,-5
0.453125,-18
0.45703125,-35
0.4609375,-48
0.46484375,-54
0.46875,-55
0.47265625,-53
0.4765625,-48
0.48046875,-42
0.484375,-41
0.48828125,-44
0.4921875,-43
0.49609375,-36
0.5,-25
0.50390625,-12
0.5078125,-2
0.51171875,1
0.515625,-5
0.51953125,-13
0.5234375,-16
0.52734375,-12
0.53125,-6
0.53515625,-2
0.5390625,-6
0.54296875,-24
0.546875,-49
0.55078125,-67
0.5546875,-68
0.55859375,-56
0.5625,-42
0.56640625,-30
0.5703125,-22
0.57421875,-19
0.578125,-25
0.58203125,-35
0.5859375,-43
0.58984375,-48
0.59375,-52
0.59765625,-54
0.6015625,-50
0.60546875,-41
0.609375,-28
0.61328125,-18
0.6171875,-12
0.62109375,-9
0.625,-6
0.62890625,-4
0.6328125,-4
0.63671875,-4
0.640625,-9
0.64453125,-20
0.6484375,-32
0.65234375,-39
0.65625,-36
0.66015625,-25
0.6640625,-13
0.66796875,-4
0.671875,-6
0.67578125,-15
0.6796875,-25
0.68359375,-26
0.6875,-18
0.69140625,-7
0.6953125,-1
0.69921875,2
0.703125,0
0.70703125,-10
0.7109375,-29
0.71484375,-53
0.71875,-74
0.72265625,-91
0.7265625,-100
0.73046875,-98
0.734375,-82
0.73828125,-59
0.7421875,-38
0.74609375,-20
0.75,-4
0.75390625,6
0.7578125,10
0.76171875,11
0.765625,15
0.76953125,22
0.7734375,29
0.77734375,31
0.78125,27
0.78515625,19
0.7890625,11
0.79296875,5
0.796875,1
0.80078125,0
0.8046875,4
0.80859375,11
0.8125,19
0.81640625,25
0.8203125,29
0.82421875,24
0.828125,8
0.83203125,-16
0.8359375,-37
0.83984375,-50
0.84375,-55
0.84765625,-58
0.8515625,-58
0.85546875,-54
0.859375,-44
0.86328125,-29
0.8671875,-9
0.87109375,11
0.875,27
0.87890625,35
0.8828125,36
0.88671875,35
0.890625,34
0.89453125,29
0.8984375,18
0.90234375,1
0.90625,-21
0.91015625,-43
0.9140625,-60
0.91796875,-68
0.921875,-66
0.92578125,-61
0.9296875,-61
0.93359375,-65
0.9375,-65
0.94140625,-56
0.9453125,-37
0.94921875,-12
0.953125,12
0.95703125,24
0.9609375,17
0.96484375,3
0.96875,-3
0.97265625,8
0.9765625,27
0.98046875,45
0.984375,54
0.98828125,48
0.9921875,30
0.99609375,8
1.0,-7
1.00390625,-14
1.0078125,-21
1.01171875,-30
1.015625,-38
1.01953125,-41
1.0234375,-40
1.02734375,-37
1.03125,-34
1.03515625,-31
1.0390625,-29
1.04296875,-30
1.046875,-27
1.05078125,-19
1.0546875,-6
1.05859375,6
1.0625,12
1.06640625,12
1.0703125,9
1.07421875,3
1.078125,-1
1.08203125,-1
1.0859375,7
1.08984375,15
1.09375,18
1.09765625,13
1.1015625,4
1.10546875,-4
1.109375,-7
1.11328125,-4
1.1171875,4
1.12109375,15
1.125,23
1.12890625,26
1.1328125,25
1.13671875,21
1.140625,15
1.14453125,7
1.1484375,2
1.15234375,2
1.15625,14
1.16015625,36
1.1640625,60
