Time,F4
0.0,-33
0.00390625,-42
0.0078125,-45
0.01171875,-42
0.015625,-34
0.01953125,-25
0.0234375,-16
0.02734375,-9
0.03125,-2
0.03515625,3
0.0390625,9
0.04296875,13
0.046875,16
0.05078125,18
0.0546875,18
0.05859375,16
0.0625,15
0.06640625,14
0.0703125,14
0.07421875,13
0.078125,11
0.08203125,8
0.0859375,4
0.08984375,1
0.09375,-2
0.09765625,-2
0.1015625,1
0.10546875,6
0.109375,12
0.11328125,17
0.1171875,23
0.12109375,27
0.125,30
0.12890625,32
0.1328125,35
0.13671875,37
0.140625,39
0.14453125,39
0.1484375,39
0.15234375,38
0.15625,35
0.16015625,30
0.1640625,26
0.16796875,21
0.171875,16
0.17578125,12
0.1796875,7
0.18359375,3
0.1875,0
0.19140625,-1
0.1953125,-1
0.19921875,1
0.203125,5
0.20703125,8
0.2109375,11
0.21484375,12
0.21875,14
0.22265625,15
0.2265625,17
0.23046875,19
0.234375,20
0.23828125,20
0.2421875,17
0.24609375,12
0.25,3
0.25390625,-8
0.2578125,-21
0.26171875,-34
0.265625,-45
0.26953125,-54
0.2734375,-59
0.27734375,-61
0.28125,-60
0.28515625,-56
0.2890625,-51
0.29296875,-44
0.296875,-35
0.30078125,-23
0.3046875,-8
0.30859375,9
0.3125,24
0.31640625,37
0.3203125,42
0.32421875,42
0.328125,35
0.33203125,26
0.3359375,16
0.33984375,7
0.34375,-2
0.34765625,-9
0.3515625,-16
0.35546875,-23
0.359375,-30
0.36328125,-37
0.3671875,-43
0.37109375,-48
0.375,-53
0.37890625,-57
0.3828125,-63
0.38671875,-71
0.390625,-81
0.39453125,-87
0.3984375,-88
0.40234375,-81
0.40625,-67
0.41015625,-48
0.4140625,-29
0.41796875,-15
0.421875,-6
0.42578125,-2
0.4296875,0
0.43359375,3
0.4375,6
0.44140625,10
0.4453125,14
0.44921875,15
0.453125,13
0.45703125,6
0.4609375,-3
0.46484375,-13
0.46875,-22
0.47265625,-27
0.4765625,-26
0.48046875,-21
0.484375,-12
0.48828125,-3
0.4921875,6
0.49609375,13
0.5,20
0.50390625,25
0.5078125,28
0.51171875,30
0.515625,28
0.51953125,25
0.5234375,20
0.52734375,15
0.53125,11
0.53515625,8
0.5390625,5
0.54296875,-1
0.546875,-6
0.55078125,-12
0.5546875,-15
0.55859375,-17
0.5625,-17
0.56640625,-18
0.5703125,-20
0.57421875,-22
0.578125,-24
0.58203125,-24
0.5859375,-24
0.58984375,-23
0.59375,-22
0.59765625,-21
0.6015625,-21
0.60546875,-19
0.609375,-16
0.61328125,-11
0.6171875,-5
0.62109375,2
0.625,7
0.62890625,12
0.6328125,13
0.63671875,13
0.640625,11
0.64453125,8
0.6484375,4
0.65234375,1
0.65625,0
0.66015625,0
0.6640625,0
0.66796875,-1
0.671875,-4
0.67578125,-8
0.6796875,-11
0.68359375,-14
0.6875,-13
0.69140625,-9
0.6953125,-3
0.69921875,3
0.703125,9
0.70703125,13
0.7109375,17
0.71484375,19
0.71875,22
0.72265625,27
0.7265625,33
0.73046875,39
0.734375,43
0.73828125,44
0.7421875,40
0.74609375,32
0.75,21
0.75390625,10
0.7578125,0
0.76171875,-8
0.765625,-12
0.76953125,-13
0.7734375,-9
0.77734375,-2
0.78125,6
0.78515625,13
0.7890625,18
0.79296875,22
0.796875,25
0.80078125,29
0.8046875,34
0.80859375,40
0.8125,44
0.81640625,47
0.8203125,47
0.82421875,44
0.828125,39
0.83203125,33
0.8359375,25
0.83984375,17
0.84375,10
0.84765625,3
0.8515625,-6
0.85546875,-14
0.859375,-21
0.86328125,-24
0.8671875,-25
0.87109375,-21
0.875,-13
0.87890625,-3
0.8828125,6
0.88671875,14
0.890625,21
0.89453125,27
0.8984375,33
0.90234375,41
0.90625,48
0.91015625,53
0.9140625,56
0.91796875,54
0.921875,51
0.92578125,47
0.9296875,43
0.93359375,41
0.9375,38
0.94140625,33
0.9453125,21
0.94921875,5
0.953125,-17
0.95703125,-40
0.9609375,-60
0.96484375,-71
0.96875,-70
0.97265625,-58
0.9765625,-40
0.98046875,-20
0.984375,-4
0.98828125,6
0.9921875,10
0.99609375,10
1.0,9
1.00390625,7
1.0078125,6
1.01171875,7
1.015625,11
1.01953125,18
1.0234375,27
1.02734375,37
1.03125,45
1.03515625,51
1.0390625,55
1.04296875,57
1.046875,57
1.05078125,54
1.0546875,48
1.05859375,38
1.0625,29
1.06640625,20
1.0703125,13
1.07421875,7
1.078125,2
1.08203125,-2
1.0859375,-4
1.08984375,-3
1.09375,-1
1.09765625,1
1.1015625,2
1.10546875,1
1.109375,0
1.11328125,1
1.1171875,4
1.12109375,8
1.125,12
1.12890625,15
1.1328125,17
1.13671875,16
1.140625,15
1.14453125,13
1.1484375,11
1.15234375,6
1.15625,0
1.16015625,-8
1.1640625,-18
1.16796875,-28
1.171875,-35
1.17578125,-40
1.1796875,-43
1.18359375,-46
1.1875,-48
1.19140625,-50
1.1953125,-51
1.19921875,-49
1.203125,-44
1.20703125,-37
1.2109375,-27
1.21484375,-16
1.21875,-4
1.22265625,7
1.2265625,16
1.23046875,23
1.234375,28
1.23828125,32
1.2421875,34
1.24609375,34
1.25,34
1.25390625,30
1.2578125,24
1.26171875,17
1.265625,8
1.26953125,0
1.2734375,-10
1.27734375,-20
1.28125,-29
1.28515625,-37
1.2890625,-42
1.29296875,-43
1.296875,-40
1.30078125,-32
1.3046875,-21
1.30859375,-6
1.3125,11
1.31640625,29
1.3203125,46
1.32421875,59
1.328125,65
1.33203125,65
1.3359375,60
1.33984375,51
1.34375,40
1.34765625,28
1.3515625,14
1.35546875,-2
1.359375,-17
1.36328125,-30
1.3671875,-39
1.37109375,-46
