Time,O1
0.0,-20
0.00390625,-14
0.0078125,-8
0.01171875,-3
0.015625,-2
0.01953125,-7
0.0234375,-14
0.02734375,-19
0.03125,-19
0.03515625,-15
0.0390625,-7
0.04296875,3
0.046875,16
0.05078125,28
0.0546875,36
0.05859375,41
0.0625,46
0.06640625,49
0.0703125,48
0.07421875,43
0.078125,35
0.08203125,23
0.0859375,9
0.08984375,-3
0.09375,-8
0.09765625,-6
0.1015625,-3
0.10546875,-1
0.109375,-2
0.11328125,-7
0.1171875,-17
0.12109375,-27
0.125,-33
0.12890625,-35
0.1328125,-32
0.13671875,-23
0.140625,-9
0.14453125,7
0.1484375,24
0.15234375,40
0.15625,55
0.16015625,64
0.1640625,69
0.16796875,67
0.171875,60
0.17578125,50
0.1796875,39
0.18359375,29
0.1875,20
0.19140625,13
0.1953125,8
0.19921875,4
0.203125,2
0.20703125,4
0.2109375,9
0.21484375,15
0.21875,17
0.22265625,16
0.2265625,16
0.23046875,19
0.234375,25
0.23828125,33
0.2421875,43
0.24609375,51
0.25,54
0.25390625,56
0.2578125,62
0.26171875,68
0.265625,73
0.26953125,74
0.2734375,68
0.27734375,57
0.28125,42
0.28515625,30
0.2890625,23
0.29296875,22
0.296875,24
0.30078125,28
0.3046875,31
0.30859375,34
0.3125,36
0.31640625,38
0.3203125,35
0.32421875,27
0.328125,14
0.33203125,0
0.3359375,-11
0.33984375,-15
0.34375,-13
0.34765625,-8
0.3515625,-4
0.35546875,-4
0.359375,-7
0.36328125,-11
0.3671875,-13
0.37109375,-13
0.375,-13
0.37890625,-16
0.3828125,-21
0.38671875,-25
0.390625,-24
0.39453125,-18
0.3984375,-8
0.40234375,3
0.40625,11
0.41015625,13
0.4140625,10
0.41796875,6
0.421875,4
0.42578125,4
0.4296875,5
0.43359375,6
0.4375,6
0.44140625,4
0.4453125,1
0.44921875,-1
0.453125,-5
0.45703125,-12
0.4609375,-20
0.46484375,-28
0.46875,-32
0.47265625,-33
0.4765625,-27
0.48046875,-16
0.484375,-3
0.48828125,6
0.4921875,11
0.49609375,12
0.5,11
0.50390625,11
0.5078125,13
0.51171875,18
0.515625,23
0.51953125,25
0.5234375,23
0.52734375,17
0.53125,11
0.53515625,5
0.5390625,-1
0.54296875,-6
0.546875,-9
0.55078125,-12
0.5546875,-14
0.55859375,-13
0.5625,-9
0.56640625,-4
0.5703125,1
0.57421875,6
0.578125,12
0.58203125,20
0.5859375,29
0.58984375,38
0.59375,45
0.59765625,47
0.6015625,45
0.60546875,39
0.609375,30
0.61328125,19
0.6171875,9
0.62109375,1
0.625,-7
0.62890625,-14
0.6328125,-19
0.63671875,-21
0.640625,-21
0.64453125,-19
0.6484375,-15
0.65234375,-10
0.65625,-7
0.66015625,-4
0.6640625,-2
0.66796875,-1
0.671875,3
0.67578125,10
0.6796875,21
0.68359375,32
0.6875,39
0.69140625,42
0.6953125,43
0.69921875,44
0.703125,43
0.70703125,39
0.7109375,32
0.71484375,20
0.71875,7
0.72265625,-6
0.7265625,-15
0.73046875,-21
0.734375,-25
0.73828125,-28
0.7421875,-29
0.74609375,-24
0.75,-13
0.75390625,2
0.7578125,17
0.76171875,28
