Time,O1
0.0,-2
0.00390625,-14
0.0078125,-25
0.01171875,-30
0.015625,-27
0.01953125,-19
0.0234375,-9
0.02734375,-3
0.03125,-4
0.03515625,-13
0.0390625,-23
0.04296875,-30
0.046875,-29
0.05078125,-18
0.0546875,6
0.05859375,42
0.0625,71
0.06640625,78
0.0703125,60
0.07421875,35
0.078125,13
0.08203125,-2
0.0859375,-11
0.08984375,-11
0.09375,-11
0.09765625,-24
0.1015625,-50
0.10546875,-82
0.109375,-108
0.11328125,-122
0.1171875,-122
0.12109375,-105
0.125,-72
0.12890625,-32
0.1328125,-1
0.13671875,13
0.140625,13
0.14453125,5
0.1484375,-10
0.15234375,-25
0.15625,-34
0.16015625,-35
0.1640625,-33
0.16796875,-33
0.171875,-39
0.17578125,-53
0.1796875,-73
0.18359375,-86
0.1875,-78
0.19140625,-53
0.1953125,-22
0.19921875,7
0.203125,28
0.20703125,36
0.2109375,31
0.21484375,17
0.21875,0
0.22265625,-16
0.2265625,-26
0.23046875,-29
0.234375,-23
0.23828125,-8
0.2421875,10
0.24609375,18
0.25,8
0.25390625,-15
0.2578125,-38
0.26171875,-54
0.265625,-60
0.26953125,-51
0.2734375,-30
0.27734375,-7
0.28125,6
0.28515625,12
0.2890625,10
0.29296875,1
0.296875,-7
0.30078125,-7
0.3046875,1
0.30859375,16
0.3125,35
0.31640625,50
0.3203125,56
0.32421875,52
0.328125,40
0.33203125,29
0.3359375,23
0.33984375,17
0.34375,4
0.34765625,-19
0.3515625,-50
0.35546875,-83
0.359375,-111
0.36328125,-122
0.3671875,-117
0.37109375,-105
0.375,-91
0.37890625,-80
0.3828125,-73
0.38671875,-66
0.390625,-53
0.39453125,-33
0.3984375,-7
0.40234375,19
0.40625,37
0.41015625,42
0.4140625,36
0.41796875,22
0.421875,1
0.42578125,-22
0.4296875,-44
0.43359375,-62
0.4375,-75
0.44140625,-84
0.4453125,-89
0.44921875,-86
0.453125,-76
0.45703125,-68
0.4609375,-63
0.46484375,-57
0.46875,-49
0.47265625,-39
0.4765625,-30
0.48046875,-20
0.484375,-12
0.48828125,-6
0.4921875,2
0.49609375,26
0.5,61
0.50390625,94
0.5078125,109
0.51171875,107
0.515625,92
0.51953125,69
0.5234375,43
0.52734375,22
0.53125,6
0.53515625,-13
0.5390625,-35
0.54296875,-49
0.546875,-46
0.55078125,-32
0.5546875,-16
0.55859375,-2
0.5625,14
0.56640625,33
0.5703125,48
0.57421875,57
0.578125,61
0.58203125,60
0.5859375,57
0.58984375,59
0.59375,68
0.59765625,80
0.6015625,87
0.60546875,82
0.609375,67
0.61328125,49
0.6171875,34
0.62109375,21
0.625,8
0.62890625,-10
0.6328125,-35
0.63671875,-63
0.640625,-83
0.64453125,-87
0.6484375,-77
0.65234375,-59
0.65625,-37
0.66015625,-12
0.6640625,10
0.66796875,27
0.671875,47
0.67578125,74
0.6796875,93
0.68359375,90
0.6875,69
0.69140625,49
0.6953125,35
0.69921875,24
0.703125,18
0.70703125,16
0.7109375,9
0.71484375,-11
0.71875,-38
0.72265625,-55
0.7265625,-52
0.73046875,-32
0.734375,-9
0.73828125,6
0.7421875,11
0.74609375,6
0.75,-2
0.75390625,-8
0.7578125,-5
0.76171875,8
0.765625,26
0.76953125,39
0.7734375,44
0.77734375,42
0.78125,34
0.78515625,17
0.7890625,-11
0.79296875,-46
0.796875,-74
0.80078125,-87
0.8046875,-86
0.80859375,-78
0.8125,-70
0.81640625,-64
0.8203125,-59
0.82421875,-58
0.828125,-55
0.83203125,-47
0.8359375,-33
0.83984375,-18
0.84375,-5
0.84765625,6
0.8515625,15
0.85546875,20
0.859375,19
0.86328125,18
0.8671875,25
0.87109375,38
0.875,47
0.87890625,40
0.8828125,13
0.88671875,-23
0.890625,-60
0.89453125,-87
0.8984375,-97
0.90234375,-88
0.90625,-64
0.91015625,-35
0.9140625,-10
0.91796875,14
0.921875,38
0.92578125,62
0.9296875,84
0.93359375,101
0.9375,112
0.94140625,114
0.9453125,105
0.94921875,86
0.953125,65
0.95703125,44
0.9609375,23
0.96484375,6
0.96875,-3
0.97265625,-8
0.9765625,-17
0.98046875,-33
0.984375,-55
0.98828125,-80
0.9921875,-100
0.99609375,-108
1.0,-99
1.00390625,-78
1.0078125,-53
1.01171875,-30
1.015625,-5
1.01953125,21
1.0234375,43
1.02734375,55
1.03125,55
1.03515625,51
1.0390625,47
1.04296875,40
1.046875,32
1.05078125,25
1.0546875,20
1.05859375,14
1.0625,3
1.06640625,-12
1.0703125,-29
1.07421875,-51
1.078125,-74
1.08203125,-91
1.0859375,-90
1.08984375,-69
1.09375,-36
1.09765625,0
1.1015625,35
1.10546875,69
1.109375,97
1.11328125,113
1.1171875,118
1.12109375,114
1.125,100
1.12890625,75
1.1328125,43
1.13671875,9
1.140625,-20
1.14453125,-43
1.1484375,-61
1.15234375,-76
1.15625,-89
1.16015625,-97
1.1640625,-100
1.16796875,-100
1.171875,-96
1.17578125,-86
1.1796875,-73
1.18359375,-58
1.1875,-41
1.19140625,-19
1.1953125,9
1.19921875,36
1.203125,53
1.20703125,56
1.2109375,50
1.21484375,41
1.21875,34
1.22265625,35
1.2265625,44
1.23046875,56
1.234375,62
1.23828125,56
1.2421875,36
1.24609375,7
1.25,-25
1.25390625,-52
1.2578125,-72
1.26171875,-80
1.265625,-72
1.26953125,-51
1.2734375,-22
1.27734375,6
1.28125,32
1.28515625,58
1.2890625,82
1.29296875,101
1.296875,106
1.30078125,99
1.3046875,81
1.30859375,59
1.3125,37
1.31640625,23
1.3203125,16
1.32421875,7
1.328125,-10
1.33203125,-29
1.3359375,-40
1.33984375,-35
1.34375,-22
1.34765625,-12
1.3515625,-9
1.35546875,-9
1.359375,-4
1.36328125,10
1.3671875,33
1.37109375,60
1.375,79
1.37890625,86
1.3828125,83
1.38671875,82
1.390625,90
1.39453125,102
1.3984375,109
1.40234375,104
1.40625,85
1.41015625,60
1.4140625,37
1.41796875,18
1.421875,2
1.42578125,-13
1.4296875,-33
1.43359375,-57
1.4375,-76
1.44140625,-83
1.4453125,-79
1.44921875,-67
1.453125,-47
1.45703125,-16
1.4609375,20
1.46484375,53
1.46875,78
1.47265625,91
1.4765625,89
1.48046875,72
1.484375,49
1.48828125,32
1.4921875,24
1.49609375,21
1.5,19
1.50390625,18
1.5078125,15
1.51171875,2
1.515625,-25
1.51953125,-58
1.5234375,-86
1.52734375,-103
1.53125,-103
1.53515625,-85
1.5390625,-55
1.54296875,-27
1.546875,-7
1.55078125,10
1.5546875,29
1.55859375,50
1.5625,71
1.56640625,87
1.5703125,94
1.57421875,91
1.578125,79
1.58203125,60
1.5859375,38
1.58984375,15
1.59375,-9
1.59765625,-37
1.6015625,-63
1.60546875,-81
1.609375,-89
1.61328125,-95
1.6171875,-98
1.62109375,-90
1.625,-70
1.62890625,-46
1.6328125,-18
1.63671875,15
1.640625,50
1.64453125,77
1.6484375,92
1.65234375,97
1.65625,91
1.66015625,72
1.6640625,47
1.66796875,23
1.671875,4
1.67578125,-16
1.6796875,-39
1.68359375,-66
1.6875,-91
1.69140625,-109
1.6953125,-113
1.69921875,-103
1.703125,-87
1.70703125,-72
1.7109375,-66
1.71484375,-67
1.71875,-72
1.72265625,-76
1.7265625,-70
1.73046875,-48
1.734375,-15
1.73828125,17
1.7421875,44
1.74609375,62
1.75,62
1.75390625,44
1.7578125,18
1.76171875,-9
1.765625,-37
1.76953125,-67
1.7734375,-93
1.77734375,-106
1.78125,-105
1.78515625,-96
1.7890625,-80
1.79296875,-62
1.796875,-44
1.80078125,-31
1.8046875,-21
1.80859375,-9
1.8125,10
1.81640625,37
1.8203125,63
1.82421875,81
1.828125,89
1.83203125,91
1.8359375,89
1.83984375,87
1.84375,87
1.84765625,83
1.8515625,67
1.85546875,30
1.859375,-21
1.86328125,-73
1.8671875,-112
1.87109375,-132
1.875,-137
1.87890625,-138
1.8828125,-135
1.88671875,-131
1.890625,-123
1.89453125,-105
1.8984375,-72
1.90234375,-30
1.90625,10
1.91015625,42
1.9140625,61
1.91796875,64
1.921875,54
1.92578125,34
1.9296875,9
1.93359375,-18
1.9375,-40
1.94140625,-49
1.9453125,-45
1.94921875,-38
1.953125,-38
1.95703125,-46
1.9609375,-68
1.96484375,-100
1.96875,-127
1.97265625,-137
1.9765625,-129
1.98046875,-114
1.984375,-91
1.98828125,-55
1.9921875,-7
1.99609375,44
2.0,87
2.00390625,111
2.0078125,108
2.01171875,83
2.015625,51
2.01953125,26
2.0234375,12
2.02734375,6
2.03125,2
2.03515625,-8
2.0390625,-28
2.04296875,-53
2.046875,-75
2.05078125,-96
2.0546875,-118
2.05859375,-132
2.0625,-129
2.06640625,-108
2.0703125,-76
2.07421875,-41
2.078125,-3
2.08203125,33
2.0859375,63
2.08984375,82
2.09375,95
2.09765625,105
2.1015625,110
2.10546875,105
2.109375,88
2.11328125,61
2.1171875,31
2.12109375,3
2.125,-19
2.12890625,-33
2.1328125,-43
2.13671875,-49
2.140625,-53
2.14453125,-56
2.1484375,-60
2.15234375,-61
2.15625,-55
2.16015625,-42
2.1640625,-27
2.16796875,-10
2.171875,16
2.17578125,48
2.1796875,79
2.18359375,101
2.1875,112
2.19140625,115
2.1953125,104
2.19921875,78
2.203125,43
2.20703125,14
2.2109375,-8
2.21484375,-25
2.21875,-40
2.22265625,-54
2.2265625,-69
2.23046875,-85
2.234375,-100
2.23828125,-109
2.2421875,-110
2.24609375,-102
2.25,-85
