Time,O1
0.0,27
0.00390625,38
0.0078125,54
0.01171875,79
0.015625,106
0.01953125,129
0.0234375,139
0.02734375,131
0.03125,110
0.03515625,82
0.0390625,53
0.04296875,24
0.046875,-5
0.05078125,-34
0.0546875,-61
0.05859375,-76
0.0625,-72
0.06640625,-51
0.0703125,-23
0.07421875,1
0.078125,15
0.08203125,22
0.0859375,36
0.08984375,61
0.09375,90
0.09765625,109
0.1015625,112
0.10546875,96
0.109375,70
0.11328125,40
0.1171875,16
0.12109375,-4
0.125,-24
0.12890625,-48
0.1328125,-68
0.13671875,-77
0.140625,-77
0.14453125,-77
0.1484375,-75
0.15234375,-67
0.15625,-55
0.16015625,-45
0.1640625,-34
0.16796875,-22
0.171875,-9
0.17578125,7
0.1796875,29
0.18359375,50
0.1875,63
0.19140625,63
0.1953125,49
0.19921875,22
0.203125,-7
0.20703125,-26
0.2109375,-35
0.21484375,-39
0.21875,-40
0.22265625,-40
0.2265625,-43
0.23046875,-53
0.234375,-67
0.23828125,-76
0.2421875,-71
0.24609375,-55
0.25,-34
0.25390625,-14
0.2578125,1
0.26171875,8
0.265625,11
0.26953125,21
0.2734375,43
0.27734375,67
0.28125,84
0.28515625,86
0.2890625,69
0.29296875,36
0.296875,-2
0.30078125,-30
0.3046875,-45
0.30859375,-53
0.3125,-60
0.31640625,-69
0.3203125,-79
0.32421875,-83
0.328125,-75
0.33203125,-56
0.3359375,-37
0.33984375,-27
0.34375,-32
0.34765625,-39
0.3515625,-32
0.35546875,-8
0.359375,27
0.36328125,60
0.3671875,82
0.37109375,88
0.375,77
0.37890625,56
0.3828125,34
0.38671875,13
0.390625,-8
0.39453125,-29
0.3984375,-41
0.40234375,-39
0.40625,-28
0.41015625,-17
0.4140625,-6
0.41796875,2
0.421875,4
0.42578125,1
0.4296875,3
0.43359375,16
0.4375,37
0.44140625,59
0.4453125,76
0.44921875,82
0.453125,78
0.45703125,70
0.4609375,62
0.46484375,53
0.46875,43
0.47265625,28
0.4765625,6
0.48046875,-21
