Time,C3
0.0,66
0.00390625,61
0.0078125,67
0.01171875,78
0.015625,84
0.01953125,79
0.0234375,65
0.02734375,50
0.03125,37
0.03515625,35
0.0390625,49
0.04296875,72
0.046875,98
0.05078125,123
0.0546875,145
0.05859375,161
0.0625,171
0.06640625,180
0.0703125,192
0.07421875,202
0.078125,204
0.08203125,202
0.0859375,195
0.08984375,186
0.09375,176
0.09765625,167
0.1015625,157
0.10546875,137
0.109375,106
0.11328125,72
0.1171875,50
0.12109375,44
0.125,50
0.12890625,60
0.1328125,71
0.13671875,80
0.140625,85
0.14453125,90
0.1484375,97
0.15234375,103
0.15625,101
0.16015625,92
0.1640625,85
0.16796875,85
0.171875,94
0.17578125,104
0.1796875,107
0.18359375,100
0.1875,85
0.19140625,66
0.1953125,50
0.19921875,37
0.203125,26
0.20703125,13
0.2109375,0
0.21484375,-13
0.21875,-24
0.22265625,-31
0.2265625,-31
0.23046875,-24
0.234375,-9
0.23828125,13
0.2421875,39
0.24609375,63
0.25,79
0.25390625,86
0.2578125,81
0.26171875,71
0.265625,64
0.26953125,65
0.2734375,75
0.27734375,86
0.28125,91
0.28515625,83
0.2890625,61
0.29296875,30
0.296875,1
0.30078125,-15
0.3046875,-9
0.30859375,12
0.3125,37
0.31640625,57
0.3203125,66
0.32421875,63
0.328125,51
0.33203125,39
0.3359375,33
0.33984375,30
0.34375,24
0.34765625,16
0.3515625,10
0.35546875,7
0.359375,6
0.36328125,5
0.3671875,4
0.37109375,-1
0.375,-9
0.37890625,-19
0.3828125,-26
0.38671875,-28
0.390625,-23
0.39453125,-18
0.3984375,-13
0.40234375,-4
0.40625,10
0.41015625,26
0.4140625,42
0.41796875,59
0.421875,76
0.42578125,92
0.4296875,101
0.43359375,108
0.4375,117
0.44140625,125
0.4453125,123
0.44921875,107
0.453125,80
0.45703125,52
0.4609375,27
0.46484375,12
0.46875,6
0.47265625,5
0.4765625,11
0.48046875,21
0.484375,35
0.48828125,55
0.4921875,79
0.49609375,98
0.5,101
0.50390625,96
0.5078125,95
0.51171875,102
0.515625,111
0.51953125,117
0.5234375,116
0.52734375,107
0.53125,90
0.53515625,77
0.5390625,75
0.54296875,86
0.546875,98
0.55078125,103
0.5546875,101
0.55859375,91
0.5625,72
0.56640625,49
0.5703125,30
0.57421875,20
0.578125,18
0.58203125,25
0.5859375,43
0.58984375,67
0.59375,93
0.59765625,114
0.6015625,127
0.60546875,134
0.609375,136
0.61328125,135
0.6171875,134
0.62109375,139
0.625,150
0.62890625,162
0.6328125,161
0.63671875,141
0.640625,106
0.64453125,64
0.6484375,26
0.65234375,9
0.65625,19
0.66015625,44
0.6640625,67
0.66796875,77
0.671875,77
0.67578125,72
0.6796875,70
0.68359375,75
0.6875,82
0.69140625,83
0.6953125,73
0.69921875,61
0.703125,61
0.70703125,76
0.7109375,93
0.71484375,101
0.71875,92
0.72265625,59
0.7265625,5
0.73046875,-49
0.734375,-78
0.73828125,-74
0.7421875,-44
0.74609375,0
0.75,42
0.75390625,64
0.7578125,59
0.76171875,38
0.765625,16
0.76953125,3
0.7734375,0
0.77734375,8
0.78125,17
0.78515625,19
0.7890625,19
0.79296875,19
0.796875,19
0.80078125,18
0.8046875,17
0.80859375,15
0.8125,12
0.81640625,14
0.8203125,19
0.82421875,22
0.828125,22
0.83203125,22
0.8359375,28
0.83984375,46
0.84375,77
0.84765625,112
0.8515625,135
0.85546875,143
0.859375,135
0.86328125,116
0.8671875,100
0.87109375,98
0.875,108
0.87890625,123
0.8828125,140
0.88671875,155
0.890625,159
0.89453125,147
0.8984375,123
0.90234375,90
0.90625,51
0.91015625,13
0.9140625,-17
0.91796875,-35
0.921875,-41
0.92578125,-37
0.9296875,-25
0.93359375,-8
0.9375,8
0.94140625,19
0.9453125,30
0.94921875,46
0.953125,66
0.95703125,89
0.9609375,114
0.96484375,131
0.96875,133
0.97265625,118
0.9765625,95
0.98046875,66
0.984375,35
0.98828125,7
0.9921875,-9
0.99609375,-15
1.0,-15
1.00390625,-14
1.0078125,-9
1.01171875,-4
1.015625,-7
1.01953125,-14
1.0234375,-12
1.02734375,6
1.03125,30
1.03515625,52
1.0390625,69
1.04296875,76
1.046875,72
1.05078125,59
1.0546875,46
1.05859375,40
1.0625,37
1.06640625,31
1.0703125,22
1.07421875,15
1.078125,14
1.08203125,18
1.0859375,23
1.08984375,26
1.09375,27
1.09765625,27
1.1015625,30
1.10546875,38
1.109375,47
1.11328125,56
1.1171875,64
1.12109375,66
1.125,62
1.12890625,56
1.1328125,53
1.13671875,56
1.140625,63
1.14453125,73
1.1484375,84
1.15234375,88
1.15625,78
1.16015625,58
1.1640625,35
1.16796875,19
1.171875,9
1.17578125,3
1.1796875,-1
1.18359375,-5
1.1875,-7
1.19140625,-7
1.1953125,-5
1.19921875,-4
1.203125,-7
1.20703125,-13
1.2109375,-13
1.21484375,-6
1.21875,10
1.22265625,34
1.2265625,57
1.23046875,67
1.234375,65
1.23828125,56
1.2421875,44
1.24609375,28
1.25,11
1.25390625,-3
1.2578125,-13
1.26171875,-21
1.265625,-30
1.26953125,-31
1.2734375,-19
1.27734375,2
1.28125,21
1.28515625,34
1.2890625,38
1.29296875,32
1.296875,18
1.30078125,8
1.3046875,13
1.30859375,32
1.3125,58
1.31640625,83
1.3203125,101
1.32421875,109
1.328125,108
1.33203125,96
1.3359375,78
1.33984375,63
1.34375,58
1.34765625,67
1.3515625,86
1.35546875,105
1.359375,113
1.36328125,106
1.3671875,86
1.37109375,59
1.375,36
1.37890625,28
1.3828125,36
1.38671875,52
1.390625,68
1.39453125,78
1.3984375,77
1.40234375,67
1.40625,53
1.41015625,40
1.4140625,33
1.41796875,39
1.421875,57
1.42578125,75
1.4296875,86
1.43359375,89
1.4375,85
1.44140625,72
1.4453125,54
1.44921875,39
1.453125,27
1.45703125,13
1.4609375,-4
1.46484375,-19
1.46875,-26
1.47265625,-26
1.4765625,-19
1.48046875,-6
1.484375,6
1.48828125,12
1.4921875,14
1.49609375,12
1.5,8
1.50390625,3
1.5078125,-2
1.51171875,-6
1.515625,-6
1.51953125,1
1.5234375,12
1.52734375,20
1.53125,23
1.53515625,21
1.5390625,18
1.54296875,16
1.546875,21
1.55078125,30
1.5546875,37
1.55859375,34
1.5625,21
1.56640625,4
1.5703125,-11
1.57421875,-20
1.578125,-21
1.58203125,-14
1.5859375,-1
1.58984375,15
1.59375,29
1.59765625,39
1.6015625,43
1.60546875,41
1.609375,34
1.61328125,25
1.6171875,16
1.62109375,10
1.625,5
1.62890625,1
1.6328125,2
1.63671875,12
1.640625,27
1.64453125,39
1.6484375,47
1.65234375,52
1.65625,57
1.66015625,66
1.6640625,81
1.66796875,99
1.671875,111
1.67578125,110
1.6796875,94
1.68359375,68
1.6875,40
1.69140625,18
1.6953125,5
1.69921875,2
1.703125,10
1.70703125,21
1.7109375,27
1.71484375,24
1.71875,18
1.72265625,16
1.7265625,23
1.73046875,37
1.734375,53
1.73828125,66
1.7421875,70
1.74609375,64
1.75,54
1.75390625,47
1.7578125,41
1.76171875,32
1.765625,19
1.76953125,6
1.7734375,0
1.77734375,0
1.78125,4
1.78515625,8
1.7890625,3
1.79296875,-15
1.796875,-40
1.80078125,-63
1.8046875,-78
1.80859375,-84
1.8125,-78
1.81640625,-62
1.8203125,-43
1.82421875,-25
1.828125,-8
1.83203125,9
1.8359375,17
1.83984375,14
1.84375,7
1.84765625,-2
1.8515625,-8
1.85546875,-7
1.859375,-2
1.86328125,2
1.8671875,-1
1.87109375,-12
1.875,-27
1.87890625,-40
1.8828125,-45
1.88671875,-39
1.890625,-28
1.89453125,-16
1.8984375,-8
1.90234375,-4
1.90625,0
1.91015625,6
1.9140625,14
1.91796875,28
1.921875,43
1.92578125,52
1.9296875,51
1.93359375,44
1.9375,33
1.94140625,19
1.9453125,6
1.94921875,-8
1.953125,-21
1.95703125,-34
1.9609375,-46
1.96484375,-57
1.96875,-61
1.97265625,-58
1.9765625,-48
1.98046875,-38
1.984375,-29
1.98828125,-22
1.9921875,-22
1.99609375,-30
2.0,-42
2.00390625,-49
2.0078125,-44
2.01171875,-27
2.015625,-5
2.01953125,12
2.0234375,19
2.02734375,12
2.03125,-8
2.03515625,-32
2.0390625,-51
2.04296875,-59
2.046875,-56
2.05078125,-46
2.0546875,-34
2.05859375,-21
2.0625,-11
2.06640625,-6
2.0703125,-3
2.07421875,-2
2.078125,0
2.08203125,-2
2.0859375,-7
2.08984375,-9
2.09375,-6
2.09765625,2
2.1015625,15
2.10546875,29
2.109375,36
2.11328125,36
2.1171875,34
2.12109375,36
2.125,38
2.12890625,39
2.1328125,37
2.13671875,28
2.140625,16
2.14453125,9
2.1484375,18
2.15234375,42
2.15625,68
2.16015625,88
2.1640625,95
2.16796875,91
2.171875,80
2.17578125,67
2.1796875,55
2.18359375,44
2.1875,30
2.19140625,16
2.1953125,7
2.19921875,3
2.203125,0
2.20703125,-3
2.2109375,-5
2.21484375,-5
2.21875,-4
2.22265625,-2
2.2265625,2
2.23046875,2
2.234375,-3
2.23828125,-9
2.2421875,-7
2.24609375,1
2.25,8
2.25390625,9
2.2578125,5
2.26171875,3
2.265625,10
2.26953125,27
2.2734375,48
2.27734375,61
2.28125,60
2.28515625,51
2.2890625,43
2.29296875,42
2.296875,48
2.30078125,59
2.3046875,64
2.30859375,56
2.3125,41
2.31640625,29
2.3203125,24
2.32421875,26
2.328125,24
2.33203125,11
2.3359375,-13
2.33984375,-43
2.34375,-75
2.34765625,-94
2.3515625,-90
2.35546875,-63
2.359375,-29
2.36328125,0
2.3671875,19
2.37109375,27
2.375,29
2.37890625,30
2.3828125,32
2.38671875,37
2.390625,43
2.39453125,39
2.3984375,21
2.40234375,0
2.40625,-17
2.41015625,-29
2.4140625,-38
2.41796875,-38
2.421875,-30
2.42578125,-18
2.4296875,-3
2.43359375,15
2.4375,35
2.44140625,50
2.4453125,53
2.44921875,40
2.453125,21
2.45703125,8
2.4609375,10
2.46484375,22
2.46875,35
2.47265625,40
2.4765625,32
2.48046875,14
2.484375,-4
2.48828125,-10
2.4921875,-5
2.49609375,6
2.5,10
2.50390625,5
2.5078125,-8
2.51171875,-23
2.515625,-35
2.51953125,-40
2.5234375,-35
