Time,PG1
0.0,27
0.00390625,31
0.0078125,32
0.01171875,30
0.015625,27
0.01953125,23
0.0234375,21
0.02734375,19
0.03125,16
0.03515625,11
0.0390625,6
0.04296875,0
0.046875,-5
0.05078125,-8
0.0546875,-8
0.05859375,-5
0.0625,-1
0.06640625,3
0.0703125,5
0.07421875,4
0.078125,0
0.08203125,-5
0.0859375,-10
0.08984375,-16
0.09375,-22
0.09765625,-26
0.1015625,-29
0.10546875,-31
0.109375,-31
0.11328125,-29
0.1171875,-24
0.12109375,-18
0.125,-13
0.12890625,-11
0.1328125,-11
0.13671875,-14
0.140625,-19
0.14453125,-26
0.1484375,-31
0.15234375,-35
0.15625,-37
0.16015625,-36
0.1640625,-29
0.16796875,-16
0.171875,-1
0.17578125,13
0.1796875,23
0.18359375,26
0.1875,24
0.19140625,19
0.1953125,16
0.19921875,14
0.203125,13
0.20703125,11
0.2109375,8
0.21484375,2
0.21875,-1
0.22265625,-1
0.2265625,5
0.23046875,12
0.234375,20
0.23828125,26
0.2421875,28
0.24609375,27
0.25,23
0.25390625,19
0.2578125,16
0.26171875,15
0.265625,13
0.26953125,12
0.2734375,9
0.27734375,4
0.28125,-3
0.28515625,-10
0.2890625,-17
0.29296875,-22
0.296875,-24
0.30078125,-24
0.3046875,-22
0.30859375,-20
0.3125,-17
0.31640625,-14
0.3203125,-12
0.32421875,-10
0.328125,-8
0.33203125,-9
0.3359375,-12
0.33984375,-18
0.34375,-24
0.34765625,-29
0.3515625,-30
0.35546875,-26
0.359375,-17
0.36328125,-6
0.3671875,4
0.37109375,9
0.375,9
0.37890625,5
0.3828125,-2
0.38671875,-10
0.390625,-17
0.39453125,-19
0.3984375,-18
0.40234375,-16
0.40625,-12
0.41015625,-10
0.4140625,-11
0.41796875,-14
0.421875,-17
0.42578125,-18
0.4296875,-17
0.43359375,-14
0.4375,-10
0.44140625,-6
0.4453125,-2
0.44921875,2
0.453125,5
0.45703125,7
0.4609375,8
0.46484375,6
0.46875,2
0.47265625,-4
0.4765625,-10
0.48046875,-15
0.484375,-18
0.48828125,-17
0.4921875,-13
0.49609375,-8
0.5,-3
0.50390625,2
0.5078125,4
0.51171875,3
0.515625,-1
0.51953125,-6
0.5234375,-11
0.52734375,-15
0.53125,-18
0.53515625,-18
0.5390625,-15
0.54296875,-9
0.546875,-2
0.55078125,6
0.5546875,13
0.55859375,15
0.5625,15
0.56640625,14
0.5703125,12
0.57421875,12
0.578125,12
0.58203125,12
0.5859375,10
0.58984375,6
0.59375,-1
0.59765625,-9
0.6015625,-18
0.60546875,-25
0.609375,-30
0.61328125,-33
0.6171875,-33
0.62109375,-30
0.625,-25
0.62890625,-18
0.6328125,-11
0.63671875,-2
0.640625,8
0.64453125,18
0.6484375,26
0.65234375,33
0.65625,37
0.66015625,37
0.6640625,34
0.66796875,27
0.671875,19
0.67578125,12
0.6796875,6
0.68359375,0
0.6875,-6
0.69140625,-15
0.6953125,-27
0.69921875,-41
0.703125,-54
0.70703125,-60
0.7109375,-58
0.71484375,-48
0.71875,-31
0.72265625,-12
0.7265625,5
0.73046875,16
0.734375,22
0.73828125,23
0.7421875,23
0.74609375,23
0.75,23
0.75390625,23
0.7578125,20
0.76171875,15
0.765625,6
0.76953125,-5
0.7734375,-14
0.77734375,-20
0.78125,-22
0.78515625,-20
0.7890625,-16
0.79296875,-11
0.796875,-6
0.80078125,-2
0.8046875,2
0.80859375,5
0.8125,7
0.81640625,6
0.8203125,3
0.82421875,0
0.828125,-2
0.83203125,-2
0.8359375,-1
0.83984375,0
0.84375,0
0.84765625,0
0.8515625,-2
0.85546875,-6
0.859375,-10
0.86328125,-17
0.8671875,-23
0.87109375,-29
0.875,-34
0.87890625,-37
0.8828125,-37
0.88671875,-35
0.890625,-30
0.89453125,-24
0.8984375,-17
0.90234375,-11
0.90625,-8
0.91015625,-8
0.9140625,-9
0.91796875,-8
0.921875,-3
0.92578125,5
0.9296875,15
0.93359375,24
0.9375,30
0.94140625,34
0.9453125,35
0.94921875,37
0.953125,40
0.95703125,43
0.9609375,44
0.96484375,44
0.96875,41
0.97265625,37
0.9765625,31
0.98046875,26
0.984375,21
0.98828125,17
0.9921875,12
0.99609375,7
1.0,3
1.00390625,-1
1.0078125,-5
1.01171875,-8
1.015625,-11
1.01953125,-13
1.0234375,-14
1.02734375,-13
1.03125,-10
1.03515625,-5
1.0390625,0
1.04296875,4
1.046875,5
1.05078125,4
1.0546875,1
1.05859375,-2
1.0625,-5
1.06640625,-8
1.0703125,-12
1.07421875,-16
1.078125,-20
1.08203125,-22
1.0859375,-22
