Time,PG1
0.0,-37
0.00390625,-30
0.0078125,-23
0.01171875,-20
0.015625,-24
0.01953125,-31
0.0234375,-34
0.02734375,-33
0.03125,-30
0.03515625,-30
0.0390625,-35
0.04296875,-52
0.046875,-76
0.05078125,-92
0.0546875,-92
0.05859375,-80
0.0625,-68
0.06640625,-62
0.0703125,-67
0.07421875,-80
0.078125,-89
0.08203125,-83
0.0859375,-59
0.08984375,-28
0.09375,-1
0.09765625,14
0.1015625,12
0.10546875,-3
0.109375,-24
0.11328125,-43
0.1171875,-58
0.12109375,-70
0.125,-80
0.12890625,-83
0.1328125,-78
0.13671875,-67
0.140625,-51
0.14453125,-29
0.1484375,-4
0.15234375,16
0.15625,22
0.16015625,13
0.1640625,3
0.16796875,1
0.171875,10
0.17578125,26
0.1796875,46
0.18359375,64
0.1875,70
0.19140625,62
0.1953125,48
0.19921875,40
0.203125,34
0.20703125,27
0.2109375,23
0.21484375,31
0.21875,45
0.22265625,57
0.2265625,59
0.23046875,58
0.234375,56
0.23828125,54
0.2421875,50
0.24609375,45
0.25,33
0.25390625,10
0.2578125,-19
0.26171875,-41
0.265625,-47
0.26953125,-41
0.2734375,-30
0.27734375,-25
0.28125,-29
0.28515625,-37
0.2890625,-40
0.29296875,-33
0.296875,-16
0.30078125,3
0.3046875,17
0.30859375,22
0.3125,18
0.31640625,8
0.3203125,-2
0.32421875,-7
0.328125,-7
0.33203125,-4
0.3359375,0
0.33984375,7
0.34375,16
0.34765625,25
0.3515625,30
0.35546875,30
0.359375,27
0.36328125,19
0.3671875,7
0.37109375,-4
0.375,-11
0.37890625,-15
0.3828125,-18
0.38671875,-18
0.390625,-13
0.39453125,-5
0.3984375,6
0.40234375,19
0.40625,28
0.41015625,31
0.4140625,34
0.41796875,42
0.421875,53
0.42578125,60
0.4296875,62
0.43359375,54
0.4375,33
0.44140625,5
0.4453125,-15
0.44921875,-20
0.453125,-20
0.45703125,-24
0.4609375,-34
0.46484375,-48
0.46875,-61
0.47265625,-64
0.4765625,-50
0.48046875,-25
0.484375,2
0.48828125,27
0.4921875,48
0.49609375,59
0.5,58
0.50390625,49
0.5078125,40
0.51171875,37
0.515625,39
0.51953125,45
0.5234375,52
0.52734375,55
0.53125,54
0.53515625,52
0.5390625,51
0.54296875,55
0.546875,58
0.55078125,57
0.5546875,49
0.55859375,38
0.5625,29
0.56640625,22
0.5703125,15
0.57421875,10
0.578125,9
0.58203125,9
0.5859375,10
0.58984375,13
0.59375,21
0.59765625,30
0.6015625,33
0.60546875,32
0.609375,32
0.61328125,36
0.6171875,47
0.62109375,62
0.625,74
0.62890625,72
0.6328125,48
0.63671875,13
0.640625,-15
0.64453125,-20
0.6484375,0
0.65234375,29
0.65625,51
0.66015625,57
0.6640625,41
0.66796875,8
0.671875,-25
0.67578125,-44
0.6796875,-48
0.68359375,-45
0.6875,-40
0.69140625,-31
0.6953125,-16
0.69921875,-1
0.703125,10
0.70703125,15
0.7109375,13
0.71484375,3
0.71875,-12
0.72265625,-22
0.7265625,-18
0.73046875,-1
0.734375,18
0.73828125,28
0.7421875,30
0.74609375,23
0.75,7
0.75390625,-12
0.7578125,-24
0.76171875,-23
0.765625,-16
0.76953125,-10
0.7734375,-5
0.77734375,-3
0.78125,-9
0.78515625,-20
0.7890625,-33
0.79296875,-42
0.796875,-44
0.80078125,-37
0.8046875,-18
0.80859375,9
0.8125,37
0.81640625,54
0.8203125,55
0.82421875,43
0.828125,26
0.83203125,12
0.8359375,4
0.83984375,1
0.84375,0
0.84765625,-2
0.8515625,-7
0.85546875,-16
0.859375,-21
0.86328125,-20
0.8671875,-16
0.87109375,-15
0.875,-20
0.87890625,-25
0.8828125,-25
0.88671875,-19
0.890625,-3
0.89453125,22
0.8984375,45
0.90234375,50
0.90625,35
0.91015625,14
0.9140625,-3
0.91796875,-12
0.921875,-12
0.92578125,-10
0.9296875,-15
0.93359375,-32
0.9375,-48
0.94140625,-50
0.9453125,-33
0.94921875,-4
0.953125,24
0.95703125,39
0.9609375,34
0.96484375,12
0.96875,-16
0.97265625,-37
0.9765625,-42
0.98046875,-28
0.984375,-4
0.98828125,15
0.9921875,27
0.99609375,33
1.0,30
1.00390625,17
1.0078125,-2
1.01171875,-19
1.015625,-29
1.01953125,-32
1.0234375,-27
1.02734375,-12
1.03125,9
1.03515625,26
1.0390625,31
1.04296875,28
1.046875,28
1.05078125,33
1.0546875,39
1.05859375,42
1.0625,39
1.06640625,29
1.0703125,14
1.07421875,3
1.078125,0
1.08203125,-1
1.0859375,-2
1.08984375,-7
1.09375,-21
1.09765625,-36
1.1015625,-41
1.10546875,-24
1.109375,5
1.11328125,33
1.1171875,50
1.12109375,51
1.125,40
1.12890625,23
1.1328125,14
1.13671875,17
1.140625,30
1.14453125,42
1.1484375,48
1.15234375,50
1.15625,54
1.16015625,63
1.1640625,70
1.16796875,72
1.171875,66
1.17578125,51
1.1796875,25
1.18359375,-7
1.1875,-35
1.19140625,-49
1.1953125,-46
1.19921875,-30
1.203125,-8
1.20703125,14
1.2109375,33
1.21484375,45
1.21875,41
1.22265625,21
1.2265625,-5
1.23046875,-27
1.234375,-41
1.23828125,-47
1.2421875,-40
1.24609375,-24
1.25,-9
1.25390625,-5
1.2578125,-11
1.26171875,-23
1.265625,-38
1.26953125,-52
1.2734375,-64
1.27734375,-66
1.28125,-56
1.28515625,-39
1.2890625,-26
1.29296875,-26
1.296875,-36
1.30078125,-47
1.3046875,-47
1.30859375,-34
1.3125,-9
1.31640625,22
1.3203125,46
1.32421875,52
1.328125,39
1.33203125,16
1.3359375,-2
1.33984375,-9
1.34375,-6
1.34765625,0
1.3515625,3
1.35546875,2
1.359375,-6
1.36328125,-21
1.3671875,-39
1.37109375,-51
1.375,-60
1.37890625,-70
1.3828125,-78
1.38671875,-70
1.390625,-45
1.39453125,-14
1.3984375,13
1.40234375,29
1.40625,32
1.41015625,21
1.4140625,6
1.41796875,0
1.421875,9
1.42578125,28
1.4296875,47
1.43359375,52
1.4375,37
1.44140625,8
1.4453125,-21
1.44921875,-42
1.453125,-51
1.45703125,-50
1.4609375,-45
1.46484375,-40
1.46875,-35
1.47265625,-23
1.4765625,-5
1.48046875,17
1.484375,32
1.48828125,35
1.4921875,29
1.49609375,24
1.5,27
1.50390625,37
1.5078125,52
1.51171875,71
1.515625,87
1.51953125,94
1.5234375,91
1.52734375,81
1.53125,60
1.53515625,32
1.5390625,5
1.54296875,-12
1.546875,-18
1.55078125,-17
